DF_split,Shape,Equilibria,PU,PL
QRE_it,QRE,QRE_it,0.219805753,0.232493108
QRE_it,QRE,QRE_it,0.219802225,0.232495727
QRE_it,QRE,QRE_it,0.219798699,0.232498344
QRE_it,QRE,QRE_it,0.219795174,0.232500961
QRE_it,QRE,QRE_it,0.219791651,0.232503578
QRE_it,QRE,QRE_it,0.219788128,0.232506193
QRE_it,QRE,QRE_it,0.219784607,0.232508808
QRE_it,QRE,QRE_it,0.219781087,0.232511422
QRE_it,QRE,QRE_it,0.219777569,0.232514035
QRE_it,QRE,QRE_it,0.219774051,0.232516648
QRE_it,QRE,QRE_it,0.219770535,0.232519259
QRE_it,QRE,QRE_it,0.21976702,0.23252187
QRE_it,QRE,QRE_it,0.219763507,0.23252448
QRE_it,QRE,QRE_it,0.219759994,0.23252709
QRE_it,QRE,QRE_it,0.219756483,0.232529698
QRE_it,QRE,QRE_it,0.219752973,0.232532306
QRE_it,QRE,QRE_it,0.219749464,0.232534913
QRE_it,QRE,QRE_it,0.219745957,0.23253752
QRE_it,QRE,QRE_it,0.219742451,0.232540125
QRE_it,QRE,QRE_it,0.219738945,0.23254273
QRE_it,QRE,QRE_it,0.219735442,0.232545334
QRE_it,QRE,QRE_it,0.219731939,0.232547937
QRE_it,QRE,QRE_it,0.219728438,0.23255054
QRE_it,QRE,QRE_it,0.219724938,0.232553141
QRE_it,QRE,QRE_it,0.219721439,0.232555742
QRE_it,QRE,QRE_it,0.219717941,0.232558343
QRE_it,QRE,QRE_it,0.219714445,0.232560942
QRE_it,QRE,QRE_it,0.219710949,0.232563541
QRE_it,QRE,QRE_it,0.219707455,0.232566139
QRE_it,QRE,QRE_it,0.219703963,0.232568736
QRE_it,QRE,QRE_it,0.219700471,0.232571332
QRE_it,QRE,QRE_it,0.219696981,0.232573928
QRE_it,QRE,QRE_it,0.219693492,0.232576523
QRE_it,QRE,QRE_it,0.219690004,0.232579117
QRE_it,QRE,QRE_it,0.219686517,0.23258171
QRE_it,QRE,QRE_it,0.219683032,0.232584303
QRE_it,QRE,QRE_it,0.219679548,0.232586894
QRE_it,QRE,QRE_it,0.219676065,0.232589485
QRE_it,QRE,QRE_it,0.219672583,0.232592076
QRE_it,QRE,QRE_it,0.219669102,0.232594665
QRE_it,QRE,QRE_it,0.219665623,0.232597254
QRE_it,QRE,QRE_it,0.219662145,0.232599842
QRE_it,QRE,QRE_it,0.219658668,0.232602429
QRE_it,QRE,QRE_it,0.219655192,0.232605016
QRE_it,QRE,QRE_it,0.219651718,0.232607601
QRE_it,QRE,QRE_it,0.219648245,0.232610186
QRE_it,QRE,QRE_it,0.219644773,0.232612771
QRE_it,QRE,QRE_it,0.219641302,0.232615354
QRE_it,QRE,QRE_it,0.219637832,0.232617937
QRE_it,QRE,QRE_it,0.219634364,0.232620519
QRE_it,QRE,QRE_it,0.219630897,0.2326231
QRE_it,QRE,QRE_it,0.219627431,0.23262568
QRE_it,QRE,QRE_it,0.219623966,0.23262826
QRE_it,QRE,QRE_it,0.219620503,0.232630839
QRE_it,QRE,QRE_it,0.21961704,0.232633417
QRE_it,QRE,QRE_it,0.219613579,0.232635995
QRE_it,QRE,QRE_it,0.219610119,0.232638571
QRE_it,QRE,QRE_it,0.219606661,0.232641147
QRE_it,QRE,QRE_it,0.219603203,0.232643723
QRE_it,QRE,QRE_it,0.219599747,0.232646297
QRE_it,QRE,QRE_it,0.219596292,0.232648871
QRE_it,QRE,QRE_it,0.219592838,0.232651444
QRE_it,QRE,QRE_it,0.219589385,0.232654016
QRE_it,QRE,QRE_it,0.219585934,0.232656587
QRE_it,QRE,QRE_it,0.219582484,0.232659158
QRE_it,QRE,QRE_it,0.219579034,0.232661728
QRE_it,QRE,QRE_it,0.219575587,0.232664297
QRE_it,QRE,QRE_it,0.21957214,0.232666865
QRE_it,QRE,QRE_it,0.219568695,0.232669433
QRE_it,QRE,QRE_it,0.21956525,0.232672
QRE_it,QRE,QRE_it,0.219561807,0.232674566
QRE_it,QRE,QRE_it,0.219558365,0.232677131
QRE_it,QRE,QRE_it,0.219554925,0.232679696
QRE_it,QRE,QRE_it,0.219551485,0.23268226
QRE_it,QRE,QRE_it,0.219548047,0.232684823
QRE_it,QRE,QRE_it,0.21954461,0.232687386
QRE_it,QRE,QRE_it,0.219541174,0.232689947
QRE_it,QRE,QRE_it,0.219537739,0.232692508
QRE_it,QRE,QRE_it,0.219534306,0.232695068
QRE_it,QRE,QRE_it,0.219530874,0.232697628
QRE_it,QRE,QRE_it,0.219527443,0.232700186
QRE_it,QRE,QRE_it,0.219524013,0.232702744
QRE_it,QRE,QRE_it,0.219520584,0.232705302
QRE_it,QRE,QRE_it,0.219517157,0.232707858
QRE_it,QRE,QRE_it,0.21951373,0.232710414
QRE_it,QRE,QRE_it,0.219510305,0.232712969
QRE_it,QRE,QRE_it,0.219506881,0.232715523
QRE_it,QRE,QRE_it,0.219503458,0.232718076
QRE_it,QRE,QRE_it,0.219500037,0.232720629
QRE_it,QRE,QRE_it,0.219496617,0.232723181
QRE_it,QRE,QRE_it,0.219493197,0.232725732
QRE_it,QRE,QRE_it,0.219489779,0.232728283
QRE_it,QRE,QRE_it,0.219486363,0.232730833
QRE_it,QRE,QRE_it,0.219482947,0.232733382
QRE_it,QRE,QRE_it,0.219479532,0.23273593
QRE_it,QRE,QRE_it,0.219476119,0.232738477
QRE_it,QRE,QRE_it,0.219472707,0.232741024
QRE_it,QRE,QRE_it,0.219469296,0.23274357
QRE_it,QRE,QRE_it,0.219465887,0.232746116
QRE_it,QRE,QRE_it,0.219462478,0.23274866
QRE_it,QRE,QRE_it,0.219459071,0.232751204
QRE_it,QRE,QRE_it,0.219455665,0.232753747
QRE_it,QRE,QRE_it,0.21945226,0.23275629
QRE_it,QRE,QRE_it,0.219448856,0.232758831
QRE_it,QRE,QRE_it,0.219445453,0.232761372
QRE_it,QRE,QRE_it,0.219442052,0.232763912
QRE_it,QRE,QRE_it,0.219438651,0.232766452
QRE_it,QRE,QRE_it,0.219435252,0.23276899
QRE_it,QRE,QRE_it,0.219431854,0.232771528
QRE_it,QRE,QRE_it,0.219428458,0.232774065
QRE_it,QRE,QRE_it,0.219425062,0.232776602
QRE_it,QRE,QRE_it,0.219421668,0.232779138
QRE_it,QRE,QRE_it,0.219418275,0.232781673
QRE_it,QRE,QRE_it,0.219414883,0.232784207
QRE_it,QRE,QRE_it,0.219411492,0.23278674
QRE_it,QRE,QRE_it,0.219408102,0.232789273
QRE_it,QRE,QRE_it,0.219404713,0.232791805
QRE_it,QRE,QRE_it,0.219401326,0.232794336
QRE_it,QRE,QRE_it,0.21939794,0.232796867
QRE_it,QRE,QRE_it,0.219394555,0.232799397
QRE_it,QRE,QRE_it,0.219391171,0.232801926
QRE_it,QRE,QRE_it,0.219387788,0.232804454
QRE_it,QRE,QRE_it,0.219384407,0.232806982
QRE_it,QRE,QRE_it,0.219381027,0.232809509
QRE_it,QRE,QRE_it,0.219377647,0.232812035
QRE_it,QRE,QRE_it,0.219374269,0.232814561
QRE_it,QRE,QRE_it,0.219370893,0.232817085
QRE_it,QRE,QRE_it,0.219367517,0.232819609
QRE_it,QRE,QRE_it,0.219364142,0.232822133
QRE_it,QRE,QRE_it,0.219360769,0.232824655
QRE_it,QRE,QRE_it,0.219357397,0.232827177
QRE_it,QRE,QRE_it,0.219354026,0.232829698
QRE_it,QRE,QRE_it,0.219350656,0.232832218
QRE_it,QRE,QRE_it,0.219347287,0.232834738
QRE_it,QRE,QRE_it,0.21934392,0.232837257
QRE_it,QRE,QRE_it,0.219340553,0.232839775
QRE_it,QRE,QRE_it,0.219337188,0.232842292
QRE_it,QRE,QRE_it,0.219333824,0.232844809
QRE_it,QRE,QRE_it,0.219330461,0.232847325
QRE_it,QRE,QRE_it,0.2193271,0.23284984
QRE_it,QRE,QRE_it,0.219323739,0.232852355
QRE_it,QRE,QRE_it,0.21932038,0.232854869
QRE_it,QRE,QRE_it,0.219317021,0.232857382
QRE_it,QRE,QRE_it,0.219313664,0.232859894
QRE_it,QRE,QRE_it,0.219310308,0.232862406
QRE_it,QRE,QRE_it,0.219306953,0.232864917
QRE_it,QRE,QRE_it,0.2193036,0.232867427
QRE_it,QRE,QRE_it,0.219300247,0.232869936
QRE_it,QRE,QRE_it,0.219296896,0.232872445
QRE_it,QRE,QRE_it,0.219293546,0.232874953
QRE_it,QRE,QRE_it,0.219290197,0.23287746
QRE_it,QRE,QRE_it,0.219286849,0.232879967
QRE_it,QRE,QRE_it,0.219283502,0.232882472
QRE_it,QRE,QRE_it,0.219280157,0.232884978
QRE_it,QRE,QRE_it,0.219276812,0.232887482
QRE_it,QRE,QRE_it,0.219273469,0.232889986
QRE_it,QRE,QRE_it,0.219270127,0.232892489
QRE_it,QRE,QRE_it,0.219266786,0.232894991
QRE_it,QRE,QRE_it,0.219263446,0.232897492
QRE_it,QRE,QRE_it,0.219260107,0.232899993
QRE_it,QRE,QRE_it,0.21925677,0.232902493
QRE_it,QRE,QRE_it,0.219253433,0.232904992
QRE_it,QRE,QRE_it,0.219250098,0.232907491
QRE_it,QRE,QRE_it,0.219246764,0.232909989
QRE_it,QRE,QRE_it,0.219243431,0.232912486
QRE_it,QRE,QRE_it,0.219240099,0.232914982
QRE_it,QRE,QRE_it,0.219236768,0.232917478
QRE_it,QRE,QRE_it,0.219233439,0.232919973
QRE_it,QRE,QRE_it,0.21923011,0.232922467
QRE_it,QRE,QRE_it,0.219226783,0.232924961
QRE_it,QRE,QRE_it,0.219223457,0.232927454
QRE_it,QRE,QRE_it,0.219220132,0.232929946
QRE_it,QRE,QRE_it,0.219216808,0.232932437
QRE_it,QRE,QRE_it,0.219213485,0.232934928
QRE_it,QRE,QRE_it,0.219210164,0.232937418
QRE_it,QRE,QRE_it,0.219206843,0.232939907
QRE_it,QRE,QRE_it,0.219203524,0.232942396
QRE_it,QRE,QRE_it,0.219200206,0.232944884
QRE_it,QRE,QRE_it,0.219196889,0.232947371
QRE_it,QRE,QRE_it,0.219193573,0.232949857
QRE_it,QRE,QRE_it,0.219190258,0.232952343
QRE_it,QRE,QRE_it,0.219186945,0.232954828
QRE_it,QRE,QRE_it,0.219183632,0.232957312
QRE_it,QRE,QRE_it,0.219180321,0.232959796
QRE_it,QRE,QRE_it,0.219177011,0.232962279
QRE_it,QRE,QRE_it,0.219173701,0.232964761
QRE_it,QRE,QRE_it,0.219170393,0.232967242
QRE_it,QRE,QRE_it,0.219167087,0.232969723
QRE_it,QRE,QRE_it,0.219163781,0.232972203
QRE_it,QRE,QRE_it,0.219160476,0.232974682
QRE_it,QRE,QRE_it,0.219157173,0.232977161
QRE_it,QRE,QRE_it,0.219153871,0.232979639
QRE_it,QRE,QRE_it,0.219150569,0.232982116
QRE_it,QRE,QRE_it,0.219147269,0.232984592
QRE_it,QRE,QRE_it,0.21914397,0.232987068
QRE_it,QRE,QRE_it,0.219140673,0.232989543
QRE_it,QRE,QRE_it,0.219137376,0.232992017
QRE_it,QRE,QRE_it,0.21913408,0.232994491
QRE_it,QRE,QRE_it,0.219130786,0.232996964
QRE_it,QRE,QRE_it,0.219127492,0.232999436
QRE_it,QRE,QRE_it,0.2191242,0.233001907
QRE_it,QRE,QRE_it,0.219120909,0.233004378
QRE_it,QRE,QRE_it,0.219117619,0.233006848
QRE_it,QRE,QRE_it,0.21911433,0.233009317
QRE_it,QRE,QRE_it,0.219111043,0.233011786
QRE_it,QRE,QRE_it,0.219107756,0.233014254
QRE_it,QRE,QRE_it,0.219104471,0.233016721
QRE_it,QRE,QRE_it,0.219101186,0.233019188
QRE_it,QRE,QRE_it,0.219097903,0.233021653
QRE_it,QRE,QRE_it,0.219094621,0.233024119
QRE_it,QRE,QRE_it,0.21909134,0.233026583
QRE_it,QRE,QRE_it,0.21908806,0.233029047
QRE_it,QRE,QRE_it,0.219084781,0.23303151
QRE_it,QRE,QRE_it,0.219081504,0.233033972
QRE_it,QRE,QRE_it,0.219078227,0.233036433
QRE_it,QRE,QRE_it,0.219074952,0.233038894
QRE_it,QRE,QRE_it,0.219071677,0.233041354
QRE_it,QRE,QRE_it,0.219068404,0.233043814
QRE_it,QRE,QRE_it,0.219065132,0.233046273
QRE_it,QRE,QRE_it,0.219061861,0.233048731
QRE_it,QRE,QRE_it,0.219058591,0.233051188
QRE_it,QRE,QRE_it,0.219055322,0.233053645
QRE_it,QRE,QRE_it,0.219052055,0.233056101
QRE_it,QRE,QRE_it,0.219048788,0.233058556
QRE_it,QRE,QRE_it,0.219045523,0.23306101
QRE_it,QRE,QRE_it,0.219042258,0.233063464
QRE_it,QRE,QRE_it,0.219038995,0.233065917
QRE_it,QRE,QRE_it,0.219035733,0.23306837
QRE_it,QRE,QRE_it,0.219032472,0.233070822
QRE_it,QRE,QRE_it,0.219029212,0.233073273
QRE_it,QRE,QRE_it,0.219025953,0.233075723
QRE_it,QRE,QRE_it,0.219022696,0.233078173
QRE_it,QRE,QRE_it,0.219019439,0.233080622
QRE_it,QRE,QRE_it,0.219016184,0.23308307
QRE_it,QRE,QRE_it,0.219012929,0.233085517
QRE_it,QRE,QRE_it,0.219009676,0.233087964
QRE_it,QRE,QRE_it,0.219006424,0.23309041
QRE_it,QRE,QRE_it,0.219003173,0.233092856
QRE_it,QRE,QRE_it,0.218999923,0.233095301
QRE_it,QRE,QRE_it,0.218996674,0.233097745
QRE_it,QRE,QRE_it,0.218993426,0.233100188
QRE_it,QRE,QRE_it,0.218990179,0.233102631
QRE_it,QRE,QRE_it,0.218986934,0.233105073
QRE_it,QRE,QRE_it,0.218983689,0.233107514
QRE_it,QRE,QRE_it,0.218980446,0.233109954
QRE_it,QRE,QRE_it,0.218977204,0.233112394
QRE_it,QRE,QRE_it,0.218973963,0.233114834
QRE_it,QRE,QRE_it,0.218970723,0.233117272
QRE_it,QRE,QRE_it,0.218967484,0.23311971
QRE_it,QRE,QRE_it,0.218964246,0.233122147
QRE_it,QRE,QRE_it,0.218961009,0.233124583
QRE_it,QRE,QRE_it,0.218957773,0.233127019
QRE_it,QRE,QRE_it,0.218954539,0.233129454
QRE_it,QRE,QRE_it,0.218951305,0.233131888
QRE_it,QRE,QRE_it,0.218948073,0.233134322
QRE_it,QRE,QRE_it,0.218944841,0.233136755
QRE_it,QRE,QRE_it,0.218941611,0.233139187
QRE_it,QRE,QRE_it,0.218938382,0.233141619
QRE_it,QRE,QRE_it,0.218935154,0.23314405
QRE_it,QRE,QRE_it,0.218931927,0.23314648
QRE_it,QRE,QRE_it,0.218928701,0.233148909
QRE_it,QRE,QRE_it,0.218925476,0.233151338
QRE_it,QRE,QRE_it,0.218922252,0.233153766
QRE_it,QRE,QRE_it,0.21891903,0.233156194
QRE_it,QRE,QRE_it,0.218915808,0.23315862
QRE_it,QRE,QRE_it,0.218912588,0.233161046
QRE_it,QRE,QRE_it,0.218909369,0.233163472
QRE_it,QRE,QRE_it,0.21890615,0.233165896
QRE_it,QRE,QRE_it,0.218902933,0.23316832
QRE_it,QRE,QRE_it,0.218899717,0.233170744
QRE_it,QRE,QRE_it,0.218896502,0.233173166
QRE_it,QRE,QRE_it,0.218893288,0.233175588
QRE_it,QRE,QRE_it,0.218890075,0.233178009
QRE_it,QRE,QRE_it,0.218886863,0.23318043
QRE_it,QRE,QRE_it,0.218883653,0.23318285
QRE_it,QRE,QRE_it,0.218880443,0.233185269
QRE_it,QRE,QRE_it,0.218877235,0.233187687
QRE_it,QRE,QRE_it,0.218874027,0.233190105
QRE_it,QRE,QRE_it,0.218870821,0.233192522
QRE_it,QRE,QRE_it,0.218867615,0.233194939
QRE_it,QRE,QRE_it,0.218864411,0.233197354
QRE_it,QRE,QRE_it,0.218861208,0.233199769
QRE_it,QRE,QRE_it,0.218858006,0.233202184
QRE_it,QRE,QRE_it,0.218854805,0.233204597
QRE_it,QRE,QRE_it,0.218851605,0.23320701
QRE_it,QRE,QRE_it,0.218848406,0.233209423
QRE_it,QRE,QRE_it,0.218845209,0.233211834
QRE_it,QRE,QRE_it,0.218842012,0.233214245
QRE_it,QRE,QRE_it,0.218838816,0.233216655
QRE_it,QRE,QRE_it,0.218835622,0.233219065
QRE_it,QRE,QRE_it,0.218832428,0.233221474
QRE_it,QRE,QRE_it,0.218829236,0.233223882
QRE_it,QRE,QRE_it,0.218826045,0.23322629
QRE_it,QRE,QRE_it,0.218822854,0.233228696
QRE_it,QRE,QRE_it,0.218819665,0.233231103
QRE_it,QRE,QRE_it,0.218816477,0.233233508
QRE_it,QRE,QRE_it,0.21881329,0.233235913
QRE_it,QRE,QRE_it,0.218810104,0.233238317
QRE_it,QRE,QRE_it,0.218806919,0.23324072
QRE_it,QRE,QRE_it,0.218803735,0.233243123
QRE_it,QRE,QRE_it,0.218800553,0.233245525
QRE_it,QRE,QRE_it,0.218797371,0.233247927
QRE_it,QRE,QRE_it,0.21879419,0.233250327
QRE_it,QRE,QRE_it,0.218791011,0.233252728
QRE_it,QRE,QRE_it,0.218787832,0.233255127
QRE_it,QRE,QRE_it,0.218784655,0.233257526
QRE_it,QRE,QRE_it,0.218781478,0.233259924
QRE_it,QRE,QRE_it,0.218778303,0.233262321
QRE_it,QRE,QRE_it,0.218775129,0.233264718
QRE_it,QRE,QRE_it,0.218771956,0.233267114
QRE_it,QRE,QRE_it,0.218768784,0.233269509
QRE_it,QRE,QRE_it,0.218765613,0.233271903
QRE_it,QRE,QRE_it,0.218762443,0.233274297
QRE_it,QRE,QRE_it,0.218759274,0.233276691
QRE_it,QRE,QRE_it,0.218756106,0.233279083
QRE_it,QRE,QRE_it,0.218752939,0.233281475
QRE_it,QRE,QRE_it,0.218749773,0.233283866
QRE_it,QRE,QRE_it,0.218746609,0.233286257
QRE_it,QRE,QRE_it,0.218743445,0.233288647
QRE_it,QRE,QRE_it,0.218740282,0.233291036
QRE_it,QRE,QRE_it,0.218737121,0.233293425
QRE_it,QRE,QRE_it,0.21873396,0.233295813
QRE_it,QRE,QRE_it,0.218730801,0.2332982
QRE_it,QRE,QRE_it,0.218727643,0.233300586
QRE_it,QRE,QRE_it,0.218724485,0.233302972
QRE_it,QRE,QRE_it,0.218721329,0.233305357
QRE_it,QRE,QRE_it,0.218718174,0.233307742
QRE_it,QRE,QRE_it,0.21871502,0.233310126
QRE_it,QRE,QRE_it,0.218711867,0.233312509
QRE_it,QRE,QRE_it,0.218708715,0.233314891
QRE_it,QRE,QRE_it,0.218705564,0.233317273
QRE_it,QRE,QRE_it,0.218702414,0.233319654
QRE_it,QRE,QRE_it,0.218699265,0.233322035
QRE_it,QRE,QRE_it,0.218696117,0.233324415
QRE_it,QRE,QRE_it,0.21869297,0.233326794
QRE_it,QRE,QRE_it,0.218689824,0.233329172
QRE_it,QRE,QRE_it,0.21868668,0.23333155
QRE_it,QRE,QRE_it,0.218683536,0.233333927
QRE_it,QRE,QRE_it,0.218680394,0.233336304
QRE_it,QRE,QRE_it,0.218677252,0.233338679
QRE_it,QRE,QRE_it,0.218674112,0.233341055
QRE_it,QRE,QRE_it,0.218670972,0.233343429
QRE_it,QRE,QRE_it,0.218667834,0.233345803
QRE_it,QRE,QRE_it,0.218664696,0.233348176
QRE_it,QRE,QRE_it,0.21866156,0.233350548
QRE_it,QRE,QRE_it,0.218658425,0.23335292
QRE_it,QRE,QRE_it,0.218655291,0.233355291
QRE_it,QRE,QRE_it,0.218652157,0.233357662
QRE_it,QRE,QRE_it,0.218649025,0.233360032
QRE_it,QRE,QRE_it,0.218645894,0.233362401
QRE_it,QRE,QRE_it,0.218642764,0.233364769
QRE_it,QRE,QRE_it,0.218639635,0.233367137
QRE_it,QRE,QRE_it,0.218636507,0.233369504
QRE_it,QRE,QRE_it,0.21863338,0.233371871
QRE_it,QRE,QRE_it,0.218630254,0.233374236
QRE_it,QRE,QRE_it,0.218627129,0.233376602
QRE_it,QRE,QRE_it,0.218624006,0.233378966
QRE_it,QRE,QRE_it,0.218620883,0.23338133
QRE_it,QRE,QRE_it,0.218617761,0.233383693
QRE_it,QRE,QRE_it,0.21861464,0.233386055
QRE_it,QRE,QRE_it,0.218611521,0.233388417
QRE_it,QRE,QRE_it,0.218608402,0.233390778
QRE_it,QRE,QRE_it,0.218605284,0.233393139
QRE_it,QRE,QRE_it,0.218602168,0.233395499
QRE_it,QRE,QRE_it,0.218599052,0.233397858
QRE_it,QRE,QRE_it,0.218595938,0.233400216
QRE_it,QRE,QRE_it,0.218592824,0.233402574
QRE_it,QRE,QRE_it,0.218589712,0.233404932
QRE_it,QRE,QRE_it,0.218586601,0.233407288
QRE_it,QRE,QRE_it,0.21858349,0.233409644
QRE_it,QRE,QRE_it,0.218580381,0.233411999
QRE_it,QRE,QRE_it,0.218577273,0.233414354
QRE_it,QRE,QRE_it,0.218574165,0.233416708
QRE_it,QRE,QRE_it,0.218571059,0.233419061
QRE_it,QRE,QRE_it,0.218567954,0.233421413
QRE_it,QRE,QRE_it,0.21856485,0.233423765
QRE_it,QRE,QRE_it,0.218561746,0.233426117
QRE_it,QRE,QRE_it,0.218558644,0.233428467
QRE_it,QRE,QRE_it,0.218555543,0.233430817
QRE_it,QRE,QRE_it,0.218552443,0.233433166
QRE_it,QRE,QRE_it,0.218549344,0.233435515
QRE_it,QRE,QRE_it,0.218546246,0.233437863
QRE_it,QRE,QRE_it,0.218543149,0.23344021
QRE_it,QRE,QRE_it,0.218540053,0.233442557
QRE_it,QRE,QRE_it,0.218536958,0.233444903
QRE_it,QRE,QRE_it,0.218533864,0.233447248
QRE_it,QRE,QRE_it,0.218530771,0.233449593
QRE_it,QRE,QRE_it,0.218527679,0.233451937
QRE_it,QRE,QRE_it,0.218524588,0.23345428
QRE_it,QRE,QRE_it,0.218521499,0.233456623
QRE_it,QRE,QRE_it,0.21851841,0.233458965
QRE_it,QRE,QRE_it,0.218515322,0.233461307
QRE_it,QRE,QRE_it,0.218512235,0.233463647
QRE_it,QRE,QRE_it,0.218509149,0.233465987
QRE_it,QRE,QRE_it,0.218506065,0.233468327
QRE_it,QRE,QRE_it,0.218502981,0.233470666
QRE_it,QRE,QRE_it,0.218499898,0.233473004
QRE_it,QRE,QRE_it,0.218496817,0.233475341
QRE_it,QRE,QRE_it,0.218493736,0.233477678
QRE_it,QRE,QRE_it,0.218490656,0.233480014
QRE_it,QRE,QRE_it,0.218487578,0.23348235
QRE_it,QRE,QRE_it,0.2184845,0.233484685
QRE_it,QRE,QRE_it,0.218481423,0.233487019
QRE_it,QRE,QRE_it,0.218478348,0.233489353
QRE_it,QRE,QRE_it,0.218475273,0.233491685
QRE_it,QRE,QRE_it,0.2184722,0.233494018
QRE_it,QRE,QRE_it,0.218469127,0.233496349
QRE_it,QRE,QRE_it,0.218466056,0.23349868
QRE_it,QRE,QRE_it,0.218462985,0.233501011
QRE_it,QRE,QRE_it,0.218459915,0.23350334
QRE_it,QRE,QRE_it,0.218456847,0.233505669
QRE_it,QRE,QRE_it,0.218453779,0.233507998
QRE_it,QRE,QRE_it,0.218450713,0.233510326
QRE_it,QRE,QRE_it,0.218447648,0.233512653
QRE_it,QRE,QRE_it,0.218444583,0.233514979
QRE_it,QRE,QRE_it,0.21844152,0.233517305
QRE_it,QRE,QRE_it,0.218438457,0.23351963
QRE_it,QRE,QRE_it,0.218435396,0.233521954
QRE_it,QRE,QRE_it,0.218432335,0.233524278
QRE_it,QRE,QRE_it,0.218429276,0.233526602
QRE_it,QRE,QRE_it,0.218426217,0.233528924
QRE_it,QRE,QRE_it,0.21842316,0.233531246
QRE_it,QRE,QRE_it,0.218420104,0.233533567
QRE_it,QRE,QRE_it,0.218417048,0.233535888
QRE_it,QRE,QRE_it,0.218413994,0.233538208
QRE_it,QRE,QRE_it,0.21841094,0.233540527
QRE_it,QRE,QRE_it,0.218407888,0.233542846
QRE_it,QRE,QRE_it,0.218404837,0.233545164
QRE_it,QRE,QRE_it,0.218401786,0.233547481
QRE_it,QRE,QRE_it,0.218398737,0.233549798
QRE_it,QRE,QRE_it,0.218395688,0.233552114
QRE_it,QRE,QRE_it,0.218392641,0.23355443
QRE_it,QRE,QRE_it,0.218389595,0.233556744
QRE_it,QRE,QRE_it,0.218386549,0.233559059
QRE_it,QRE,QRE_it,0.218383505,0.233561372
QRE_it,QRE,QRE_it,0.218380461,0.233563685
QRE_it,QRE,QRE_it,0.218377419,0.233565997
QRE_it,QRE,QRE_it,0.218374378,0.233568309
QRE_it,QRE,QRE_it,0.218371337,0.23357062
QRE_it,QRE,QRE_it,0.218368298,0.23357293
QRE_it,QRE,QRE_it,0.218365259,0.23357524
QRE_it,QRE,QRE_it,0.218362222,0.233577549
QRE_it,QRE,QRE_it,0.218359186,0.233579857
QRE_it,QRE,QRE_it,0.21835615,0.233582165
QRE_it,QRE,QRE_it,0.218353116,0.233584472
QRE_it,QRE,QRE_it,0.218350082,0.233586779
QRE_it,QRE,QRE_it,0.21834705,0.233589084
QRE_it,QRE,QRE_it,0.218344018,0.23359139
QRE_it,QRE,QRE_it,0.218340988,0.233593694
QRE_it,QRE,QRE_it,0.218337958,0.233595998
QRE_it,QRE,QRE_it,0.21833493,0.233598301
QRE_it,QRE,QRE_it,0.218331903,0.233600604
QRE_it,QRE,QRE_it,0.218328876,0.233602906
QRE_it,QRE,QRE_it,0.218325851,0.233605207
QRE_it,QRE,QRE_it,0.218322826,0.233607508
QRE_it,QRE,QRE_it,0.218319802,0.233609808
QRE_it,QRE,QRE_it,0.21831678,0.233612108
QRE_it,QRE,QRE_it,0.218313758,0.233614406
QRE_it,QRE,QRE_it,0.218310738,0.233616705
QRE_it,QRE,QRE_it,0.218307718,0.233619002
QRE_it,QRE,QRE_it,0.2183047,0.233621299
QRE_it,QRE,QRE_it,0.218301682,0.233623595
QRE_it,QRE,QRE_it,0.218298665,0.233625891
QRE_it,QRE,QRE_it,0.21829565,0.233628186
QRE_it,QRE,QRE_it,0.218292635,0.23363048
QRE_it,QRE,QRE_it,0.218289622,0.233632774
QRE_it,QRE,QRE_it,0.218286609,0.233635067
QRE_it,QRE,QRE_it,0.218283597,0.23363736
QRE_it,QRE,QRE_it,0.218280587,0.233639651
QRE_it,QRE,QRE_it,0.218277577,0.233641943
QRE_it,QRE,QRE_it,0.218274568,0.233644233
QRE_it,QRE,QRE_it,0.21827156,0.233646523
QRE_it,QRE,QRE_it,0.218268553,0.233648812
QRE_it,QRE,QRE_it,0.218265548,0.233651101
QRE_it,QRE,QRE_it,0.218262543,0.233653389
QRE_it,QRE,QRE_it,0.218259539,0.233655676
QRE_it,QRE,QRE_it,0.218256536,0.233657963
QRE_it,QRE,QRE_it,0.218253534,0.233660249
QRE_it,QRE,QRE_it,0.218250533,0.233662535
QRE_it,QRE,QRE_it,0.218247533,0.23366482
QRE_it,QRE,QRE_it,0.218244534,0.233667104
QRE_it,QRE,QRE_it,0.218241537,0.233669388
QRE_it,QRE,QRE_it,0.21823854,0.233671671
QRE_it,QRE,QRE_it,0.218235543,0.233673953
QRE_it,QRE,QRE_it,0.218232548,0.233676235
QRE_it,QRE,QRE_it,0.218229554,0.233678516
QRE_it,QRE,QRE_it,0.218226561,0.233680796
QRE_it,QRE,QRE_it,0.218223569,0.233683076
QRE_it,QRE,QRE_it,0.218220578,0.233685355
QRE_it,QRE,QRE_it,0.218217588,0.233687634
QRE_it,QRE,QRE_it,0.218214599,0.233689912
QRE_it,QRE,QRE_it,0.21821161,0.233692189
QRE_it,QRE,QRE_it,0.218208623,0.233694466
QRE_it,QRE,QRE_it,0.218205637,0.233696742
QRE_it,QRE,QRE_it,0.218202652,0.233699017
QRE_it,QRE,QRE_it,0.218199667,0.233701292
QRE_it,QRE,QRE_it,0.218196684,0.233703566
QRE_it,QRE,QRE_it,0.218193701,0.23370584
QRE_it,QRE,QRE_it,0.21819072,0.233708113
