examiner_total_payoff,examiner_strategy,ex_strategy,group_id_sess,round_number,student_total_payoff,player.company_decision,st_strategy,framed,dataset,strat_concat,cell_number,payoff_round_examiner,payoff_round_student
14,Don't Control,0,1,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
11,Control,1,2,1,10,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
14,Don't Control,0,3,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
14,Don't Control,0,4,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
14,Don't Control,0,5,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
12,Control,1,6,1,2,Cheat,1,1,15,"Control, Cheat",1,12,2
14,Don't Control,0,7,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
14,Don't Control,0,8,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
11,Control,1,9,1,10,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
14,Don't Control,0,10,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
14,Don't Control,0,11,1,14,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
11,Control,1,12,1,10,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
11,Control,1,13,1,10,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
11,Control,1,14,1,10,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
28,Don't Control,0,1,2,28,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
22,Control,1,2,2,20,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
28,Don't Control,0,3,2,28,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
28,Don't Control,0,4,2,28,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
17,Don't Control,0,5,2,30,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
24,Control,1,6,2,4,Cheat,1,1,15,"Control, Cheat",1,12,2
25,Control,1,7,2,24,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
25,Control,1,8,2,24,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
23,Control,1,9,2,12,Cheat,1,1,15,"Control, Cheat",1,12,2
25,Control,1,10,2,24,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
28,Don't Control,0,11,2,28,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
22,Control,1,12,2,20,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
23,Control,1,13,2,12,Cheat,1,1,15,"Control, Cheat",1,12,2
22,Control,1,14,2,20,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
42,Don't Control,0,1,3,42,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
33,Control,1,2,3,30,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
42,Don't Control,0,3,3,42,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
42,Don't Control,0,4,3,42,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
31,Don't Control,0,5,3,44,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
36,Control,1,6,3,6,Cheat,1,1,15,"Control, Cheat",1,12,2
36,Control,1,7,3,34,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
39,Don't Control,0,8,3,38,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
35,Control,1,9,3,14,Cheat,1,1,15,"Control, Cheat",1,12,2
36,Control,1,10,3,34,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
42,Don't Control,0,11,3,42,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
33,Control,1,12,3,30,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
37,Don't Control,0,13,3,26,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
36,Don't Control,0,14,3,34,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
56,Don't Control,0,1,4,56,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
44,Control,1,2,4,40,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
45,Don't Control,0,3,4,58,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
56,Don't Control,0,4,4,56,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
45,Don't Control,0,5,4,58,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
48,Control,1,6,4,8,Cheat,1,1,15,"Control, Cheat",1,12,2
47,Control,1,7,4,44,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
53,Don't Control,0,8,4,52,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
49,Don't Control,0,9,4,28,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
47,Control,1,10,4,44,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
56,Don't Control,0,11,4,56,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
44,Control,1,12,4,40,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
48,Control,1,13,4,36,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
50,Don't Control,0,14,4,48,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
70,Don't Control,0,1,5,70,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
58,Don't Control,0,2,5,54,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
48,Don't Control,0,3,5,74,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
70,Don't Control,0,4,5,70,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
59,Don't Control,0,5,5,72,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
60,Control,1,6,5,10,Cheat,1,1,15,"Control, Cheat",1,12,2
58,Control,1,7,5,54,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
67,Don't Control,0,8,5,66,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
63,Don't Control,0,9,5,42,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
61,Don't Control,0,10,5,58,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
70,Don't Control,0,11,5,70,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
55,Control,1,12,5,50,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
51,Don't Control,0,13,5,52,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
64,Don't Control,0,14,5,62,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
73,Don't Control,0,1,6,86,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
61,Don't Control,0,2,6,70,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
51,Don't Control,0,3,6,90,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
84,Don't Control,0,4,6,84,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
73,Don't Control,0,5,6,86,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
72,Control,1,6,6,12,Cheat,1,1,15,"Control, Cheat",1,12,2
69,Control,1,7,6,64,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
81,Don't Control,0,8,6,80,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
77,Don't Control,0,9,6,56,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
75,Don't Control,0,10,6,72,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
73,Don't Control,0,11,6,86,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
66,Control,1,12,6,60,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
63,Control,1,13,6,54,Cheat,1,1,15,"Control, Cheat",1,12,2
78,Don't Control,0,14,6,76,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
84,Control,1,1,7,96,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
72,Control,1,2,7,80,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
54,Don't Control,0,3,7,106,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
98,Don't Control,0,4,7,98,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
87,Don't Control,0,5,7,100,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
84,Control,1,6,7,14,Cheat,1,1,15,"Control, Cheat",1,12,2
80,Control,1,7,7,74,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
95,Don't Control,0,8,7,94,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
91,Don't Control,0,9,7,70,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
86,Control,1,10,7,82,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
87,Don't Control,0,11,7,100,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
77,Control,1,12,7,70,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
75,Control,1,13,7,56,Cheat,1,1,15,"Control, Cheat",1,12,2
81,Don't Control,0,14,7,92,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
98,Don't Control,0,1,8,110,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
83,Control,1,2,8,90,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
57,Don't Control,0,3,8,122,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
112,Don't Control,0,4,8,112,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
101,Don't Control,0,5,8,114,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
96,Control,1,6,8,16,Cheat,1,1,15,"Control, Cheat",1,12,2
91,Control,1,7,8,84,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
109,Don't Control,0,8,8,108,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
102,Control,1,9,8,80,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
97,Control,1,10,8,92,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
101,Don't Control,0,11,8,114,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
88,Control,1,12,8,80,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
86,Control,1,13,8,66,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
92,Control,1,14,8,102,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
112,Don't Control,0,1,9,124,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
94,Control,1,2,9,100,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
60,Don't Control,0,3,9,138,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
126,Don't Control,0,4,9,126,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
104,Don't Control,0,5,9,130,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
108,Control,1,6,9,18,Cheat,1,1,15,"Control, Cheat",1,12,2
102,Control,1,7,9,94,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
123,Don't Control,0,8,9,122,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
116,Don't Control,0,9,9,94,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
111,Don't Control,0,10,9,106,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
115,Don't Control,0,11,9,128,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
99,Control,1,12,9,90,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
98,Control,1,13,9,68,Cheat,1,1,15,"Control, Cheat",1,12,2
103,Control,1,14,9,112,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
126,Don't Control,0,1,10,138,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
105,Control,1,2,10,110,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
63,Don't Control,0,3,10,154,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
140,Don't Control,0,4,10,140,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
118,Don't Control,0,5,10,144,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
120,Control,1,6,10,20,Cheat,1,1,15,"Control, Cheat",1,12,2
113,Control,1,7,10,104,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
137,Don't Control,0,8,10,136,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
130,Don't Control,0,9,10,108,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
125,Don't Control,0,10,10,120,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
129,Don't Control,0,11,10,142,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
110,Control,1,12,10,100,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
109,Control,1,13,10,78,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
114,Control,1,14,10,122,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
140,Don't Control,0,1,11,152,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
116,Control,1,2,11,120,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
75,Control,1,3,11,156,Cheat,1,1,15,"Control, Cheat",1,12,2
154,Don't Control,0,4,11,154,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
132,Don't Control,0,5,11,158,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
132,Control,1,6,11,22,Cheat,1,1,15,"Control, Cheat",1,12,2
124,Control,1,7,11,114,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
151,Don't Control,0,8,11,150,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
144,Don't Control,0,9,11,122,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
139,Don't Control,0,10,11,134,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
143,Don't Control,0,11,11,156,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
121,Control,1,12,11,110,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
121,Control,1,13,11,80,Cheat,1,1,15,"Control, Cheat",1,12,2
125,Control,1,14,11,132,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
154,Don't Control,0,1,12,166,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
127,Control,1,2,12,130,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
86,Control,1,3,12,166,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
168,Don't Control,0,4,12,168,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
146,Don't Control,0,5,12,172,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
144,Control,1,6,12,24,Cheat,1,1,15,"Control, Cheat",1,12,2
135,Control,1,7,12,124,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
165,Don't Control,0,8,12,164,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
158,Don't Control,0,9,12,136,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
150,Control,1,10,12,144,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
157,Don't Control,0,11,12,170,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
132,Control,1,12,12,120,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
124,Don't Control,0,13,12,96,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
136,Control,1,14,12,142,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
168,Don't Control,0,1,13,180,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
138,Control,1,2,13,140,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
100,Don't Control,0,3,13,180,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
182,Don't Control,0,4,13,182,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
149,Don't Control,0,5,13,188,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
156,Control,1,6,13,26,Cheat,1,1,15,"Control, Cheat",1,12,2
146,Control,1,7,13,134,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
179,Don't Control,0,8,13,178,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
169,Control,1,9,13,146,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
164,Don't Control,0,10,13,158,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
171,Don't Control,0,11,13,184,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
143,Control,1,12,13,130,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
136,Control,1,13,13,98,Cheat,1,1,15,"Control, Cheat",1,12,2
147,Control,1,14,13,152,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
182,Don't Control,0,1,14,194,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
149,Control,1,2,14,150,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
114,Don't Control,0,3,14,194,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
196,Don't Control,0,4,14,196,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
163,Don't Control,0,5,14,202,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
168,Control,1,6,14,28,Cheat,1,1,15,"Control, Cheat",1,12,2
157,Control,1,7,14,144,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
193,Don't Control,0,8,14,192,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
183,Don't Control,0,9,14,160,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
178,Don't Control,0,10,14,172,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
185,Don't Control,0,11,14,198,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
154,Control,1,12,14,140,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
147,Control,1,13,14,108,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
158,Control,1,14,14,162,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
196,Don't Control,0,1,15,208,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
160,Control,1,2,15,160,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
117,Don't Control,0,3,15,210,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
210,Don't Control,0,4,15,210,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
166,Don't Control,0,5,15,218,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
180,Control,1,6,15,30,Cheat,1,1,15,"Control, Cheat",1,12,2
168,Control,1,7,15,154,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
207,Don't Control,0,8,15,206,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
197,Don't Control,0,9,15,174,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
192,Don't Control,0,10,15,186,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
199,Don't Control,0,11,15,212,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
165,Control,1,12,15,150,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
159,Control,1,13,15,110,Cheat,1,1,15,"Control, Cheat",1,12,2
169,Control,1,14,15,172,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
210,Don't Control,0,1,16,222,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
171,Control,1,2,16,170,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
129,Control,1,3,16,212,Cheat,1,1,15,"Control, Cheat",1,12,2
224,Don't Control,0,4,16,224,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
180,Don't Control,0,5,16,232,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
192,Control,1,6,16,32,Cheat,1,1,15,"Control, Cheat",1,12,2
179,Control,1,7,16,164,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
221,Don't Control,0,8,16,220,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
211,Don't Control,0,9,16,188,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
206,Don't Control,0,10,16,200,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
213,Don't Control,0,11,16,226,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
176,Control,1,12,16,160,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
171,Control,1,13,16,112,Cheat,1,1,15,"Control, Cheat",1,12,2
180,Control,1,14,16,182,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
224,Don't Control,0,1,17,236,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
182,Control,1,2,17,180,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
141,Control,1,3,17,214,Cheat,1,1,15,"Control, Cheat",1,12,2
238,Don't Control,0,4,17,238,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
194,Don't Control,0,5,17,246,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
203,Control,1,6,17,42,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
190,Control,1,7,17,174,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
235,Don't Control,0,8,17,234,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
222,Control,1,9,17,198,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
220,Don't Control,0,10,17,214,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
227,Don't Control,0,11,17,240,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
187,Control,1,12,17,170,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
174,Don't Control,0,13,17,128,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
191,Control,1,14,17,192,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
238,Don't Control,0,1,18,250,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
193,Control,1,2,18,190,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
152,Control,1,3,18,224,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
252,Don't Control,0,4,18,252,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
197,Don't Control,0,5,18,262,Cheat,1,1,15,"Don't Control, Cheat",3,3,16
214,Control,1,6,18,52,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
201,Control,1,7,18,184,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
249,Don't Control,0,8,18,248,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
236,Don't Control,0,9,18,212,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
231,Control,1,10,18,224,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
241,Don't Control,0,11,18,254,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
198,Control,1,12,18,180,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
188,Don't Control,0,13,18,142,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
202,Control,1,14,18,202,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
252,Don't Control,0,1,19,264,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
204,Control,1,2,19,200,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
163,Control,1,3,19,234,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
266,Don't Control,0,4,19,266,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
211,Don't Control,0,5,19,276,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
228,Don't Control,0,6,19,66,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
212,Control,1,7,19,194,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
263,Don't Control,0,8,19,262,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
247,Control,1,9,19,222,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
245,Don't Control,0,10,19,238,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
255,Don't Control,0,11,19,268,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
209,Control,1,12,19,190,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
199,Control,1,13,19,152,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
213,Control,1,14,19,212,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
266,Don't Control,0,1,20,278,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
215,Control,1,2,20,210,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
174,Control,1,3,20,244,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
280,Don't Control,0,4,20,280,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
225,Don't Control,0,5,20,290,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
242,Don't Control,0,6,20,80,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
223,Control,1,7,20,204,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
277,Don't Control,0,8,20,276,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
258,Control,1,9,20,232,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
259,Don't Control,0,10,20,252,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
269,Don't Control,0,11,20,282,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
220,Control,1,12,20,200,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
211,Control,1,13,20,154,Cheat,1,1,15,"Control, Cheat",1,12,2
227,Don't Control,0,14,20,226,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
280,Don't Control,0,1,21,292,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
226,Control,1,2,21,220,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
185,Control,1,3,21,254,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
294,Don't Control,0,4,21,294,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
239,Don't Control,0,5,21,304,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
256,Don't Control,0,6,21,94,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
234,Control,1,7,21,214,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
291,Don't Control,0,8,21,290,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
272,Don't Control,0,9,21,246,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
273,Don't Control,0,10,21,266,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
283,Don't Control,0,11,21,296,Don't Cheat,0,1,15,"Don't Control, Don't Cheat",4,14,14
231,Control,1,12,21,210,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
223,Control,1,13,21,156,Cheat,1,1,15,"Control, Cheat",1,12,2
238,Control,1,14,21,236,Don't Cheat,0,1,15,"Control, Don't Cheat",2,11,10
