examiner_total_payoff,examiner_strategy,ex_strategy,group_id_sess,round_number,student_total_payoff,player.company_decision,st_strategy,framed,dataset,strat_concat,cell_number,payoff_round_examiner,payoff_round_student
28,Don't Control,0,5,3,40,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
33,Control,1,7,3,30,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
34,Control,1,8,3,22,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
37,Don't Control,0,9,3,26,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
33,Control,1,10,3,30,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
25,Don't Control,0,11,3,36,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
27,Control,1,12,3,20,Cheat,1,1,16,"Control, Cheat",1,12,2
33,Control,1,13,3,30,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
44,Control,1,3,4,40,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
53,Don't Control,0,4,4,52,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
39,Control,1,5,4,50,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
44,Control,1,7,4,40,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
45,Control,1,8,4,32,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
48,Control,1,9,4,36,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
44,Control,1,10,4,40,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
39,Don't Control,0,11,4,50,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
39,Control,1,12,4,22,Cheat,1,1,16,"Control, Cheat",1,12,2
44,Control,1,13,4,40,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
55,Control,1,3,5,50,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
67,Don't Control,0,4,5,66,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
42,Don't Control,0,5,5,66,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
55,Control,1,7,5,50,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
56,Control,1,8,5,42,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
51,Don't Control,0,9,5,52,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
58,Don't Control,0,10,5,54,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
51,Control,1,11,5,52,Cheat,1,1,16,"Control, Cheat",1,12,2
50,Control,1,12,5,32,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
55,Control,1,13,5,50,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
66,Control,1,3,6,60,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
70,Don't Control,0,4,6,82,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
53,Control,1,5,6,76,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
67,Control,1,7,6,52,Cheat,1,1,16,"Control, Cheat",1,12,2
67,Control,1,8,6,52,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
62,Control,1,9,6,62,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
72,Don't Control,0,10,6,68,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
62,Control,1,11,6,62,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
64,Don't Control,0,12,6,46,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
66,Control,1,13,6,60,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
80,Don't Control,0,3,7,74,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
81,Control,1,4,7,92,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
65,Control,1,5,7,78,Cheat,1,1,16,"Control, Cheat",1,12,2
78,Control,1,7,7,62,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
78,Control,1,8,7,62,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
74,Control,1,9,7,64,Cheat,1,1,16,"Control, Cheat",1,12,2
83,Control,1,10,7,78,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
73,Control,1,11,7,72,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
78,Don't Control,0,12,7,60,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
80,Don't Control,0,13,7,74,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
83,Don't Control,0,3,8,90,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
95,Don't Control,0,4,8,106,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
68,Don't Control,0,5,8,94,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
89,Control,1,7,8,72,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
89,Control,1,8,8,72,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
77,Don't Control,0,9,8,80,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
97,Don't Control,0,10,8,92,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
84,Control,1,11,8,82,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
92,Don't Control,0,12,8,74,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
94,Don't Control,0,13,8,88,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
94,Control,1,3,9,100,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
109,Don't Control,0,4,9,120,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
79,Control,1,5,9,104,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
100,Control,1,7,9,82,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
103,Don't Control,0,8,9,86,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
88,Control,1,9,9,90,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
111,Don't Control,0,10,9,106,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
98,Don't Control,0,11,9,96,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
95,Don't Control,0,12,9,90,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
108,Don't Control,0,13,9,102,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
105,Control,1,3,10,110,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
123,Don't Control,0,4,10,134,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
90,Control,1,5,10,114,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
111,Control,1,7,10,92,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
117,Don't Control,0,8,10,100,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
91,Don't Control,0,9,10,106,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
125,Don't Control,0,10,10,120,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
109,Control,1,11,10,106,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
107,Control,1,12,10,92,Cheat,1,1,16,"Control, Cheat",1,12,2
119,Control,1,13,10,112,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
119,Don't Control,0,3,11,124,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
137,Don't Control,0,4,11,148,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
102,Control,1,5,11,116,Cheat,1,1,16,"Control, Cheat",1,12,2
122,Control,1,7,11,102,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
120,Don't Control,0,8,11,116,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
105,Don't Control,0,9,11,120,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
139,Don't Control,0,10,11,134,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
120,Control,1,11,11,116,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
119,Control,1,12,11,94,Cheat,1,1,16,"Control, Cheat",1,12,2
133,Don't Control,0,13,11,126,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
133,Don't Control,0,3,12,138,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
151,Don't Control,0,4,12,162,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
114,Control,1,5,12,118,Cheat,1,1,16,"Control, Cheat",1,12,2
134,Control,1,7,12,104,Cheat,1,1,16,"Control, Cheat",1,12,2
132,Control,1,8,12,118,Cheat,1,1,16,"Control, Cheat",1,12,2
117,Control,1,9,12,122,Cheat,1,1,16,"Control, Cheat",1,12,2
150,Control,1,10,12,144,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
134,Don't Control,0,11,12,130,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
131,Control,1,12,12,96,Cheat,1,1,16,"Control, Cheat",1,12,2
144,Control,1,13,12,136,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
147,Don't Control,0,3,13,152,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
165,Don't Control,0,4,13,176,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
125,Control,1,5,13,128,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
148,Don't Control,0,7,13,118,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
143,Control,1,8,13,128,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
131,Don't Control,0,9,13,136,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
164,Don't Control,0,10,13,158,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
146,Control,1,11,13,132,Cheat,1,1,16,"Control, Cheat",1,12,2
142,Control,1,12,13,106,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
155,Control,1,13,13,146,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
161,Don't Control,0,3,14,166,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
179,Don't Control,0,4,14,190,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
136,Control,1,5,14,138,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
162,Don't Control,0,7,14,132,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
154,Control,1,8,14,138,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
142,Control,1,9,14,146,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
178,Don't Control,0,10,14,172,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
157,Control,1,11,14,142,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
156,Don't Control,0,12,14,120,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
169,Don't Control,0,13,14,160,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
175,Don't Control,0,3,15,180,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
193,Don't Control,0,4,15,204,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
139,Don't Control,0,5,15,154,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
176,Don't Control,0,7,15,146,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
157,Don't Control,0,8,15,154,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
156,Don't Control,0,9,15,160,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
192,Don't Control,0,10,15,186,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
168,Control,1,11,15,152,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
170,Don't Control,0,12,15,134,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
183,Don't Control,0,13,15,174,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
189,Don't Control,0,3,16,194,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
207,Don't Control,0,4,16,218,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
151,Control,1,5,16,156,Cheat,1,1,16,"Control, Cheat",1,12,2
190,Don't Control,0,7,16,160,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
168,Control,1,8,16,164,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
167,Control,1,9,16,170,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
206,Don't Control,0,10,16,200,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
179,Control,1,11,16,162,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
173,Don't Control,0,12,16,150,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
197,Don't Control,0,13,16,188,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
203,Don't Control,0,3,17,208,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
221,Don't Control,0,4,17,232,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
162,Control,1,5,17,166,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
204,Don't Control,0,7,17,174,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
179,Control,1,8,17,174,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
181,Don't Control,0,9,17,184,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
217,Control,1,10,17,210,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
190,Control,1,11,17,172,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
184,Control,1,12,17,160,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
208,Control,1,13,17,198,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
217,Don't Control,0,3,18,222,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
235,Don't Control,0,4,18,246,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
173,Control,1,5,18,176,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
218,Don't Control,0,7,18,188,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
191,Control,1,8,18,176,Cheat,1,1,16,"Control, Cheat",1,12,2
193,Control,1,9,18,186,Cheat,1,1,16,"Control, Cheat",1,12,2
228,Control,1,10,18,220,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
204,Don't Control,0,11,18,186,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
198,Don't Control,0,12,18,174,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
222,Don't Control,0,13,18,212,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
231,Don't Control,0,3,19,236,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
249,Don't Control,0,4,19,260,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
184,Control,1,5,19,186,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
221,Don't Control,0,7,19,204,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
202,Control,1,8,19,186,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
205,Control,1,9,19,188,Cheat,1,1,16,"Control, Cheat",1,12,2
239,Control,1,10,19,230,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
218,Don't Control,0,11,19,200,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
209,Control,1,12,19,184,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
236,Don't Control,0,13,19,226,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
245,Don't Control,0,3,20,250,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
263,Don't Control,0,4,20,274,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
198,Don't Control,0,5,20,200,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
233,Control,1,7,20,206,Cheat,1,1,16,"Control, Cheat",1,12,2
213,Control,1,8,20,196,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
219,Don't Control,0,9,20,202,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
253,Don't Control,0,10,20,244,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
229,Control,1,11,20,210,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
212,Don't Control,0,12,20,200,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
247,Control,1,13,20,236,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
259,Don't Control,0,3,21,264,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
277,Don't Control,0,4,21,288,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
209,Control,1,5,21,210,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
244,Control,1,7,21,216,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
224,Control,1,8,21,206,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
230,Control,1,9,21,212,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
267,Don't Control,0,10,21,258,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
240,Control,1,11,21,220,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
223,Control,1,12,21,210,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
258,Control,1,13,21,246,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
273,Don't Control,0,3,22,278,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
291,Don't Control,0,4,22,302,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
223,Don't Control,0,5,22,224,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
255,Control,1,7,22,226,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
236,Control,1,8,22,208,Cheat,1,1,16,"Control, Cheat",1,12,2
244,Don't Control,0,9,22,226,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
278,Control,1,10,22,268,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
251,Control,1,11,22,230,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
234,Control,1,12,22,220,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
269,Control,1,13,22,256,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
287,Don't Control,0,3,23,292,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
305,Don't Control,0,4,23,316,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
226,Don't Control,0,5,23,240,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
267,Control,1,7,23,228,Cheat,1,1,16,"Control, Cheat",1,12,2
247,Control,1,8,23,218,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
255,Control,1,9,23,236,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
289,Control,1,10,23,278,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
265,Don't Control,0,11,23,244,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
245,Control,1,12,23,230,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
283,Don't Control,0,13,23,270,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
301,Don't Control,0,3,24,306,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
319,Don't Control,0,4,24,330,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
237,Control,1,5,24,250,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
278,Control,1,7,24,238,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
258,Control,1,8,24,228,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
266,Control,1,9,24,246,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
300,Control,1,10,24,288,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
268,Don't Control,0,11,24,260,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
259,Don't Control,0,12,24,244,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
297,Don't Control,0,13,24,284,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
315,Don't Control,0,3,25,320,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
333,Don't Control,0,4,25,344,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
248,Control,1,5,25,260,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
289,Control,1,7,25,248,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
269,Control,1,8,25,238,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
280,Don't Control,0,9,25,260,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
314,Don't Control,0,10,25,302,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
279,Control,1,11,25,270,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
262,Don't Control,0,12,25,260,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
311,Don't Control,0,13,25,298,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
329,Don't Control,0,3,26,334,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
347,Don't Control,0,4,26,358,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
260,Control,1,5,26,262,Cheat,1,1,16,"Control, Cheat",1,12,2
301,Control,1,7,26,250,Cheat,1,1,16,"Control, Cheat",1,12,2
280,Control,1,8,26,248,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
291,Control,1,9,26,270,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
325,Control,1,10,26,312,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
290,Control,1,11,26,280,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
273,Control,1,12,26,270,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
325,Don't Control,0,13,26,312,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
343,Don't Control,0,3,27,348,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
361,Don't Control,0,4,27,372,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
272,Control,1,5,27,264,Cheat,1,1,16,"Control, Cheat",1,12,2
312,Control,1,7,27,260,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
291,Control,1,8,27,258,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
305,Don't Control,0,9,27,284,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
336,Control,1,10,27,322,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
301,Control,1,11,27,290,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
285,Control,1,12,27,272,Cheat,1,1,16,"Control, Cheat",1,12,2
339,Don't Control,0,13,27,326,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
357,Don't Control,0,3,28,362,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
375,Don't Control,0,4,28,386,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
284,Control,1,5,28,266,Cheat,1,1,16,"Control, Cheat",1,12,2
323,Control,1,7,28,270,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
302,Control,1,8,28,268,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
319,Don't Control,0,9,28,298,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
350,Don't Control,0,10,28,336,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
312,Control,1,11,28,300,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
297,Control,1,12,28,274,Cheat,1,1,16,"Control, Cheat",1,12,2
353,Don't Control,0,13,28,340,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
371,Don't Control,0,3,29,376,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
389,Don't Control,0,4,29,400,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
295,Control,1,5,29,276,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
337,Don't Control,0,7,29,284,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
313,Control,1,8,29,278,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
322,Don't Control,0,9,29,314,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
364,Don't Control,0,10,29,350,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
323,Control,1,11,29,310,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
311,Don't Control,0,12,29,288,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
364,Control,1,13,29,350,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
385,Don't Control,0,3,30,390,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
403,Don't Control,0,4,30,414,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
306,Control,1,5,30,286,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
340,Don't Control,0,7,30,300,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
324,Control,1,8,30,288,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
333,Control,1,9,30,324,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
378,Don't Control,0,10,30,364,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
334,Control,1,11,30,320,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
322,Control,1,12,30,298,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
375,Control,1,13,30,360,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
399,Don't Control,0,3,31,404,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
417,Don't Control,0,4,31,428,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
320,Don't Control,0,5,31,300,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
351,Control,1,7,31,310,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
338,Don't Control,0,8,31,302,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
344,Control,1,9,31,334,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
389,Control,1,10,31,374,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
348,Don't Control,0,11,31,334,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
325,Don't Control,0,12,31,314,Cheat,1,1,16,"Don't Control, Cheat",3,3,16
389,Don't Control,0,13,31,374,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
413,Don't Control,0,3,32,418,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
431,Don't Control,0,4,32,442,Don't Cheat,0,1,16,"Don't Control, Don't Cheat",4,14,14
331,Control,1,5,32,310,Don't Cheat,0,1,16,"Control, Don't Cheat",2,11,10
