participant_id_in_session,participant_code,participant_time_started,player_id,player_total_payoff,player_tax_office_decision,player_company_decision,p1s1,p2s1,s1,s2,group_id_in_subsession,round_number,session_code,framed,dataset,game_id,p1s1_cumulative,p2s1_cumulative,gender,p1_payoff,p2_payoff,degree_str,degree,Age,age_str,nationality,s1_cumulative,s1_freq,Framing,treatment
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,798,Don't Control,,0,0,0,1,1,58,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.017241379,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,810,,Don't Cheat,0,0,0,1,1,58,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.017241379,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,812,Don't Control,,0,0,0,1,1,59,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.016949153,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,824,,Don't Cheat,0,0,0,1,1,59,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.016949153,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,826,Don't Control,,0,0,0,1,1,60,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.016666667,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,838,,Don't Cheat,0,0,0,1,1,60,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.016666667,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,840,Don't Control,,0,0,0,1,1,61,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.016393443,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,852,,Don't Cheat,0,0,0,1,1,61,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.016393443,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,854,Don't Control,,0,0,0,1,1,62,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.016129032,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,866,,Don't Cheat,0,0,0,1,1,62,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.016129032,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,868,Don't Control,,0,0,0,1,1,63,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.015873016,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,880,,Don't Cheat,0,0,0,1,1,63,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.015873016,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,882,Don't Control,,0,0,0,1,1,64,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.015625,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,894,,Don't Cheat,0,0,0,1,1,64,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.015625,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,896,Don't Control,,0,0,0,1,1,65,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.015384615,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,908,,Don't Cheat,0,0,0,1,1,65,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.015384615,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,910,Don't Control,,0,0,0,1,1,66,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.015151515,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,922,,Don't Cheat,0,0,0,1,1,66,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.015151515,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,924,Don't Control,,0,0,0,1,1,67,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.014925373,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,936,,Don't Cheat,0,0,0,1,1,67,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.014925373,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,938,Don't Control,,0,0,0,1,1,68,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.014705882,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,950,,Don't Cheat,0,0,0,1,1,68,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.014705882,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,952,Don't Control,,0,0,0,1,1,69,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.014492754,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,964,,Don't Cheat,0,0,0,1,1,69,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.014492754,1,framed
1,265l99ai,2021-03-15 10:12:08.650239+00:00,1,966,Don't Control,,0,0,0,1,1,70,7igvdhlu,1,15,151,1,0,2,14,0,International Taxation and Law,23,2,18-24,Germany,1,0.014285714,1,framed
2,2fsj9qvt,2021-03-15 10:12:09.038959+00:00,2,978,,Don't Cheat,0,0,0,1,1,70,7igvdhlu,1,15,151,0,1,1,0,14,"Agribusiness, B.A.",1,2,18-24,Viet Nam,1,0.014285714,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,11,Control,,1,0,1,0,2,1,7igvdhlu,1,15,152,1,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,1,1,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,10,,Don't Cheat,0,0,0,1,2,1,7igvdhlu,1,15,152,0,0,1,0,14,Religionswissenschaft,34,2,18-24,Germany,0,0,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,22,Control,,1,0,1,0,2,2,7igvdhlu,1,15,152,2,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,2,1,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,20,,Don't Cheat,0,0,0,1,2,2,7igvdhlu,1,15,152,0,0,1,0,14,Religionswissenschaft,34,2,18-24,Germany,0,0,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,33,Control,,1,0,1,0,2,3,7igvdhlu,1,15,152,3,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,3,1,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,30,,Don't Cheat,0,0,0,1,2,3,7igvdhlu,1,15,152,0,0,1,0,14,Religionswissenschaft,34,2,18-24,Germany,0,0,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,44,Control,,1,0,1,0,2,4,7igvdhlu,1,15,152,4,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,4,1,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,40,,Don't Cheat,0,0,0,1,2,4,7igvdhlu,1,15,152,0,0,1,0,14,Religionswissenschaft,34,2,18-24,Germany,0,0,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,58,Don't Control,,0,0,0,1,2,5,7igvdhlu,1,15,152,4,0,1,14,0,Anglistik/Amerikanistik,39,4,35-44,Germany,4,0.8,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,54,,Don't Cheat,0,0,0,1,2,5,7igvdhlu,1,15,152,0,0,1,0,14,Religionswissenschaft,34,2,18-24,Germany,0,0,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,61,Don't Control,,0,0,0,1,2,6,7igvdhlu,1,15,152,4,0,1,14,0,Anglistik/Amerikanistik,39,4,35-44,Germany,4,0.666666667,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,70,,Cheat,0,1,1,0,2,6,7igvdhlu,1,15,152,0,1,1,0,16,Religionswissenschaft,34,2,18-24,Germany,1,0.166666667,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,72,Control,,1,0,1,0,2,7,7igvdhlu,1,15,152,5,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,5,0.714285714,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,80,,Don't Cheat,0,0,0,1,2,7,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.142857143,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,83,Control,,1,0,1,0,2,8,7igvdhlu,1,15,152,6,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,6,0.75,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,90,,Don't Cheat,0,0,0,1,2,8,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.125,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,94,Control,,1,0,1,0,2,9,7igvdhlu,1,15,152,7,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,7,0.777777778,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,100,,Don't Cheat,0,0,0,1,2,9,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.111111111,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,105,Control,,1,0,1,0,2,10,7igvdhlu,1,15,152,8,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,8,0.8,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,110,,Don't Cheat,0,0,0,1,2,10,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.1,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,116,Control,,1,0,1,0,2,11,7igvdhlu,1,15,152,9,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,9,0.818181818,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,120,,Don't Cheat,0,0,0,1,2,11,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.090909091,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,127,Control,,1,0,1,0,2,12,7igvdhlu,1,15,152,10,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,10,0.833333333,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,130,,Don't Cheat,0,0,0,1,2,12,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.083333333,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,138,Control,,1,0,1,0,2,13,7igvdhlu,1,15,152,11,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,11,0.846153846,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,140,,Don't Cheat,0,0,0,1,2,13,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.076923077,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,149,Control,,1,0,1,0,2,14,7igvdhlu,1,15,152,12,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,12,0.857142857,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,150,,Don't Cheat,0,0,0,1,2,14,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.071428571,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,160,Control,,1,0,1,0,2,15,7igvdhlu,1,15,152,13,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,13,0.866666667,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,160,,Don't Cheat,0,0,0,1,2,15,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.066666667,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,171,Control,,1,0,1,0,2,16,7igvdhlu,1,15,152,14,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,14,0.875,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,170,,Don't Cheat,0,0,0,1,2,16,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.0625,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,182,Control,,1,0,1,0,2,17,7igvdhlu,1,15,152,15,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,15,0.882352941,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,180,,Don't Cheat,0,0,0,1,2,17,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.058823529,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,193,Control,,1,0,1,0,2,18,7igvdhlu,1,15,152,16,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,16,0.888888889,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,190,,Don't Cheat,0,0,0,1,2,18,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.055555556,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,204,Control,,1,0,1,0,2,19,7igvdhlu,1,15,152,17,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,17,0.894736842,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,200,,Don't Cheat,0,0,0,1,2,19,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.052631579,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,215,Control,,1,0,1,0,2,20,7igvdhlu,1,15,152,18,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,18,0.9,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,210,,Don't Cheat,0,0,0,1,2,20,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.05,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,226,Control,,1,0,1,0,2,21,7igvdhlu,1,15,152,19,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,19,0.904761905,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,220,,Don't Cheat,0,0,0,1,2,21,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.047619048,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,237,Control,,1,0,1,0,2,22,7igvdhlu,1,15,152,20,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,20,0.909090909,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,230,,Don't Cheat,0,0,0,1,2,22,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.045454545,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,248,Control,,1,0,1,0,2,23,7igvdhlu,1,15,152,21,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,21,0.913043478,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,240,,Don't Cheat,0,0,0,1,2,23,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.043478261,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,259,Control,,1,0,1,0,2,24,7igvdhlu,1,15,152,22,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,22,0.916666667,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,250,,Don't Cheat,0,0,0,1,2,24,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.041666667,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,270,Control,,1,0,1,0,2,25,7igvdhlu,1,15,152,23,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,23,0.92,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,260,,Don't Cheat,0,0,0,1,2,25,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.04,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,281,Control,,1,0,1,0,2,26,7igvdhlu,1,15,152,24,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,24,0.923076923,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,270,,Don't Cheat,0,0,0,1,2,26,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.038461538,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,292,Control,,1,0,1,0,2,27,7igvdhlu,1,15,152,25,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,25,0.925925926,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,280,,Don't Cheat,0,0,0,1,2,27,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.037037037,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,303,Control,,1,0,1,0,2,28,7igvdhlu,1,15,152,26,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,26,0.928571429,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,290,,Don't Cheat,0,0,0,1,2,28,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.035714286,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,314,Control,,1,0,1,0,2,29,7igvdhlu,1,15,152,27,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,27,0.931034483,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,300,,Don't Cheat,0,0,0,1,2,29,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.034482759,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,325,Control,,1,0,1,0,2,30,7igvdhlu,1,15,152,28,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,28,0.933333333,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,310,,Don't Cheat,0,0,0,1,2,30,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.033333333,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,336,Control,,1,0,1,0,2,31,7igvdhlu,1,15,152,29,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,29,0.935483871,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,320,,Don't Cheat,0,0,0,1,2,31,7igvdhlu,1,15,152,0,1,1,0,14,Religionswissenschaft,34,2,18-24,Germany,1,0.032258065,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,348,Control,,1,0,1,0,2,32,7igvdhlu,1,15,152,30,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,30,0.9375,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,322,,Cheat,0,1,1,0,2,32,7igvdhlu,1,15,152,0,2,1,0,16,Religionswissenschaft,34,2,18-24,Germany,2,0.0625,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,359,Control,,1,0,1,0,2,33,7igvdhlu,1,15,152,31,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,31,0.939393939,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,332,,Don't Cheat,0,0,0,1,2,33,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.060606061,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,370,Control,,1,0,1,0,2,34,7igvdhlu,1,15,152,32,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,32,0.941176471,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,342,,Don't Cheat,0,0,0,1,2,34,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.058823529,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,381,Control,,1,0,1,0,2,35,7igvdhlu,1,15,152,33,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,33,0.942857143,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,352,,Don't Cheat,0,0,0,1,2,35,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.057142857,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,392,Control,,1,0,1,0,2,36,7igvdhlu,1,15,152,34,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,34,0.944444444,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,362,,Don't Cheat,0,0,0,1,2,36,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.055555556,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,403,Control,,1,0,1,0,2,37,7igvdhlu,1,15,152,35,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,35,0.945945946,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,372,,Don't Cheat,0,0,0,1,2,37,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.054054054,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,414,Control,,1,0,1,0,2,38,7igvdhlu,1,15,152,36,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,36,0.947368421,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,382,,Don't Cheat,0,0,0,1,2,38,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.052631579,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,425,Control,,1,0,1,0,2,39,7igvdhlu,1,15,152,37,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,37,0.948717949,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,392,,Don't Cheat,0,0,0,1,2,39,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.051282051,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,436,Control,,1,0,1,0,2,40,7igvdhlu,1,15,152,38,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,38,0.95,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,402,,Don't Cheat,0,0,0,1,2,40,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.05,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,447,Control,,1,0,1,0,2,41,7igvdhlu,1,15,152,39,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,39,0.951219512,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,412,,Don't Cheat,0,0,0,1,2,41,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.048780488,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,458,Control,,1,0,1,0,2,42,7igvdhlu,1,15,152,40,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,40,0.952380952,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,422,,Don't Cheat,0,0,0,1,2,42,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.047619048,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,469,Control,,1,0,1,0,2,43,7igvdhlu,1,15,152,41,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,41,0.953488372,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,432,,Don't Cheat,0,0,0,1,2,43,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.046511628,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,480,Control,,1,0,1,0,2,44,7igvdhlu,1,15,152,42,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,42,0.954545455,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,442,,Don't Cheat,0,0,0,1,2,44,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.045454545,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,491,Control,,1,0,1,0,2,45,7igvdhlu,1,15,152,43,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,43,0.955555556,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,452,,Don't Cheat,0,0,0,1,2,45,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.044444444,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,502,Control,,1,0,1,0,2,46,7igvdhlu,1,15,152,44,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,44,0.956521739,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,462,,Don't Cheat,0,0,0,1,2,46,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.043478261,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,513,Control,,1,0,1,0,2,47,7igvdhlu,1,15,152,45,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,45,0.957446809,1,framed
4,e8jis7nf,2021-03-15 10:12:09.281927+00:00,2,472,,Don't Cheat,0,0,0,1,2,47,7igvdhlu,1,15,152,0,2,1,0,14,Religionswissenschaft,34,2,18-24,Germany,2,0.042553191,1,framed
3,7xjh9hwo,2021-03-15 10:12:09.096918+00:00,1,524,Control,,1,0,1,0,2,48,7igvdhlu,1,15,152,46,0,1,11,0,Anglistik/Amerikanistik,39,4,35-44,Germany,46,0.958333333,1,framed
