participant_id_in_session,participant_code,participant_time_started,player_id,player_total_payoff,player_tax_office_decision,player_company_decision,p1s1,p2s1,s1,s2,group_id_in_subsession,round_number,session_code,framed,dataset,game_id,p1s1_cumulative,p2s1_cumulative,gender,p1_payoff,p2_payoff,degree_str,degree,Age,age_str,nationality,s1_cumulative,s1_freq,Framing,treatment
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,46,,Cheat,0,1,1,0,6,4,spotdigz,0,18,186,0,1,2,0,16,International Relations,22,2,18-24,Germany,1,0.25,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,48,Control,,1,0,1,0,6,5,spotdigz,0,18,186,4,0,2,11,0,Nachhaltiger Tourismus,31,2,18-24,Germany,4,0.8,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,48,,Cheat,0,1,1,0,6,5,spotdigz,0,18,186,0,2,2,0,16,International Relations,22,2,18-24,Germany,2,0.4,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,59,Control,,1,0,1,0,6,6,spotdigz,0,18,186,5,0,2,11,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.833333333,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,58,,Don't Cheat,0,0,0,1,6,6,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.333333333,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,73,Don't Control,,0,0,0,1,6,7,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.714285714,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,72,,Don't Cheat,0,0,0,1,6,7,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.285714286,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,87,Don't Control,,0,0,0,1,6,8,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.625,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,86,,Don't Cheat,0,0,0,1,6,8,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.25,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,101,Don't Control,,0,0,0,1,6,9,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.555555556,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,100,,Don't Cheat,0,0,0,1,6,9,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.222222222,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,115,Don't Control,,0,0,0,1,6,10,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.5,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,114,,Don't Cheat,0,0,0,1,6,10,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.2,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,129,Don't Control,,0,0,0,1,6,11,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.454545455,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,128,,Don't Cheat,0,0,0,1,6,11,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.181818182,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,143,Don't Control,,0,0,0,1,6,12,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.416666667,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,142,,Don't Cheat,0,0,0,1,6,12,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.166666667,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,157,Don't Control,,0,0,0,1,6,13,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.384615385,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,156,,Don't Cheat,0,0,0,1,6,13,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.153846154,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,171,Don't Control,,0,0,0,1,6,14,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.357142857,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,170,,Don't Cheat,0,0,0,1,6,14,spotdigz,0,18,186,0,2,2,0,14,International Relations,22,2,18-24,Germany,2,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,174,Don't Control,,0,0,0,1,6,15,spotdigz,0,18,186,5,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,5,0.333333333,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,186,,Cheat,0,1,1,0,6,15,spotdigz,0,18,186,0,3,2,0,16,International Relations,22,2,18-24,Germany,3,0.2,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,185,Control,,1,0,1,0,6,16,spotdigz,0,18,186,6,0,2,11,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.375,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,196,,Don't Cheat,0,0,0,1,6,16,spotdigz,0,18,186,0,3,2,0,14,International Relations,22,2,18-24,Germany,3,0.1875,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,199,Don't Control,,0,0,0,1,6,17,spotdigz,0,18,186,6,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.352941176,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,210,,Don't Cheat,0,0,0,1,6,17,spotdigz,0,18,186,0,3,2,0,14,International Relations,22,2,18-24,Germany,3,0.176470588,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,213,Don't Control,,0,0,0,1,6,18,spotdigz,0,18,186,6,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.333333333,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,224,,Don't Cheat,0,0,0,1,6,18,spotdigz,0,18,186,0,3,2,0,14,International Relations,22,2,18-24,Germany,3,0.166666667,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,227,Don't Control,,0,0,0,1,6,19,spotdigz,0,18,186,6,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.315789474,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,238,,Don't Cheat,0,0,0,1,6,19,spotdigz,0,18,186,0,3,2,0,14,International Relations,22,2,18-24,Germany,3,0.157894737,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,241,Don't Control,,0,0,0,1,6,20,spotdigz,0,18,186,6,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.3,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,252,,Don't Cheat,0,0,0,1,6,20,spotdigz,0,18,186,0,3,2,0,14,International Relations,22,2,18-24,Germany,3,0.15,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,244,Don't Control,,0,0,0,1,6,21,spotdigz,0,18,186,6,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,6,0.285714286,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,268,,Cheat,0,1,1,0,6,21,spotdigz,0,18,186,0,4,2,0,16,International Relations,22,2,18-24,Germany,4,0.19047619,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,255,Control,,1,0,1,0,6,22,spotdigz,0,18,186,7,0,2,11,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.318181818,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,278,,Don't Cheat,0,0,0,1,6,22,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.181818182,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,269,Don't Control,,0,0,0,1,6,23,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.304347826,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,292,,Don't Cheat,0,0,0,1,6,23,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.173913043,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,283,Don't Control,,0,0,0,1,6,24,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.291666667,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,306,,Don't Cheat,0,0,0,1,6,24,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.166666667,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,297,Don't Control,,0,0,0,1,6,25,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.28,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,320,,Don't Cheat,0,0,0,1,6,25,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.16,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,311,Don't Control,,0,0,0,1,6,26,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.269230769,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,334,,Don't Cheat,0,0,0,1,6,26,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.153846154,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,325,Don't Control,,0,0,0,1,6,27,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.259259259,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,348,,Don't Cheat,0,0,0,1,6,27,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.148148148,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,339,Don't Control,,0,0,0,1,6,28,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.25,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,362,,Don't Cheat,0,0,0,1,6,28,spotdigz,0,18,186,0,4,2,0,14,International Relations,22,2,18-24,Germany,4,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,342,Don't Control,,0,0,0,1,6,29,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.24137931,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,378,,Cheat,0,1,1,0,6,29,spotdigz,0,18,186,0,5,2,0,16,International Relations,22,2,18-24,Germany,5,0.172413793,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,356,Don't Control,,0,0,0,1,6,30,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.233333333,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,392,,Don't Cheat,0,0,0,1,6,30,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.166666667,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,370,Don't Control,,0,0,0,1,6,31,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.225806452,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,406,,Don't Cheat,0,0,0,1,6,31,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.161290323,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,384,Don't Control,,0,0,0,1,6,32,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.21875,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,420,,Don't Cheat,0,0,0,1,6,32,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.15625,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,398,Don't Control,,0,0,0,1,6,33,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.212121212,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,434,,Don't Cheat,0,0,0,1,6,33,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.151515152,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,412,Don't Control,,0,0,0,1,6,34,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.205882353,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,448,,Don't Cheat,0,0,0,1,6,34,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.147058824,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,426,Don't Control,,0,0,0,1,6,35,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.2,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,462,,Don't Cheat,0,0,0,1,6,35,spotdigz,0,18,186,0,5,2,0,14,International Relations,22,2,18-24,Germany,5,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,429,Don't Control,,0,0,0,1,6,36,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.194444444,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,478,,Cheat,0,1,1,0,6,36,spotdigz,0,18,186,0,6,2,0,16,International Relations,22,2,18-24,Germany,6,0.166666667,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,443,Don't Control,,0,0,0,1,6,37,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.189189189,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,492,,Don't Cheat,0,0,0,1,6,37,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.162162162,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,457,Don't Control,,0,0,0,1,6,38,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.184210526,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,506,,Don't Cheat,0,0,0,1,6,38,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.157894737,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,471,Don't Control,,0,0,0,1,6,39,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.179487179,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,520,,Don't Cheat,0,0,0,1,6,39,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.153846154,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,485,Don't Control,,0,0,0,1,6,40,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.175,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,534,,Don't Cheat,0,0,0,1,6,40,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.15,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,499,Don't Control,,0,0,0,1,6,41,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.170731707,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,548,,Don't Cheat,0,0,0,1,6,41,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.146341463,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,513,Don't Control,,0,0,0,1,6,42,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.166666667,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,562,,Don't Cheat,0,0,0,1,6,42,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,527,Don't Control,,0,0,0,1,6,43,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.162790698,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,576,,Don't Cheat,0,0,0,1,6,43,spotdigz,0,18,186,0,6,2,0,14,International Relations,22,2,18-24,Germany,6,0.139534884,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,530,Don't Control,,0,0,0,1,6,44,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.159090909,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,592,,Cheat,0,1,1,0,6,44,spotdigz,0,18,186,0,7,2,0,16,International Relations,22,2,18-24,Germany,7,0.159090909,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,544,Don't Control,,0,0,0,1,6,45,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.155555556,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,606,,Don't Cheat,0,0,0,1,6,45,spotdigz,0,18,186,0,7,2,0,14,International Relations,22,2,18-24,Germany,7,0.155555556,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,558,Don't Control,,0,0,0,1,6,46,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.152173913,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,620,,Don't Cheat,0,0,0,1,6,46,spotdigz,0,18,186,0,7,2,0,14,International Relations,22,2,18-24,Germany,7,0.152173913,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,572,Don't Control,,0,0,0,1,6,47,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.14893617,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,634,,Don't Cheat,0,0,0,1,6,47,spotdigz,0,18,186,0,7,2,0,14,International Relations,22,2,18-24,Germany,7,0.14893617,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,586,Don't Control,,0,0,0,1,6,48,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.145833333,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,648,,Don't Cheat,0,0,0,1,6,48,spotdigz,0,18,186,0,7,2,0,14,International Relations,22,2,18-24,Germany,7,0.145833333,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,600,Don't Control,,0,0,0,1,6,49,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.142857143,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,662,,Don't Cheat,0,0,0,1,6,49,spotdigz,0,18,186,0,7,2,0,14,International Relations,22,2,18-24,Germany,7,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,603,Don't Control,,0,0,0,1,6,50,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.14,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,678,,Cheat,0,1,1,0,6,50,spotdigz,0,18,186,0,8,2,0,16,International Relations,22,2,18-24,Germany,8,0.16,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,617,Don't Control,,0,0,0,1,6,51,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.137254902,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,692,,Don't Cheat,0,0,0,1,6,51,spotdigz,0,18,186,0,8,2,0,14,International Relations,22,2,18-24,Germany,8,0.156862745,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,631,Don't Control,,0,0,0,1,6,52,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.134615385,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,706,,Don't Cheat,0,0,0,1,6,52,spotdigz,0,18,186,0,8,2,0,14,International Relations,22,2,18-24,Germany,8,0.153846154,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,645,Don't Control,,0,0,0,1,6,53,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.132075472,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,720,,Don't Cheat,0,0,0,1,6,53,spotdigz,0,18,186,0,8,2,0,14,International Relations,22,2,18-24,Germany,8,0.150943396,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,659,Don't Control,,0,0,0,1,6,54,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.12962963,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,734,,Don't Cheat,0,0,0,1,6,54,spotdigz,0,18,186,0,8,2,0,14,International Relations,22,2,18-24,Germany,8,0.148148148,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,662,Don't Control,,0,0,0,1,6,55,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.127272727,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,750,,Cheat,0,1,1,0,6,55,spotdigz,0,18,186,0,9,2,0,16,International Relations,22,2,18-24,Germany,9,0.163636364,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,676,Don't Control,,0,0,0,1,6,56,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.125,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,764,,Don't Cheat,0,0,0,1,6,56,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.160714286,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,690,Don't Control,,0,0,0,1,6,57,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.122807018,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,778,,Don't Cheat,0,0,0,1,6,57,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.157894737,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,704,Don't Control,,0,0,0,1,6,58,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.120689655,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,792,,Don't Cheat,0,0,0,1,6,58,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.155172414,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,718,Don't Control,,0,0,0,1,6,59,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.118644068,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,806,,Don't Cheat,0,0,0,1,6,59,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.152542373,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,732,Don't Control,,0,0,0,1,6,60,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.116666667,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,820,,Don't Cheat,0,0,0,1,6,60,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.15,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,746,Don't Control,,0,0,0,1,6,61,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.114754098,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,834,,Don't Cheat,0,0,0,1,6,61,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.147540984,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,760,Don't Control,,0,0,0,1,6,62,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.112903226,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,848,,Don't Cheat,0,0,0,1,6,62,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.14516129,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,774,Don't Control,,0,0,0,1,6,63,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.111111111,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,862,,Don't Cheat,0,0,0,1,6,63,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.142857143,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,788,Don't Control,,0,0,0,1,6,64,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.109375,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,876,,Don't Cheat,0,0,0,1,6,64,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.140625,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,802,Don't Control,,0,0,0,1,6,65,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.107692308,0,unframed
12,k7l2k1h7,2021-03-18 10:13:16.420547+00:00,2,890,,Don't Cheat,0,0,0,1,6,65,spotdigz,0,18,186,0,9,2,0,14,International Relations,22,2,18-24,Germany,9,0.138461538,0,unframed
11,buocfmyx,2021-03-18 10:13:14.877858+00:00,1,816,Don't Control,,0,0,0,1,6,66,spotdigz,0,18,186,7,0,2,14,0,Nachhaltiger Tourismus,31,2,18-24,Germany,7,0.106060606,0,unframed
