id_in_session_p1,id_in_session_p2,participant_code_p1,participant_code_p2,total_payoff_p1,total_payoff_p2,payoff_round_p1,payoff_round_p2,examiner_decision,student_decision,Cell,p1s1,p1s2,p2s1,p2s2,pf_diff_p1_val,pf_diff_p2_val,pf_diff_p1_abs,pf_diff_p2_abs,pf_diff_p1_s,pf_diff_p2_s,game_id,round_number,framing
23,24,0bmasffv,6zqxv643,11,10,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,1,1
25,26,sj2ft9f6,6fsse8c1,11,10,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,1,1
27,28,rj5j60np,i7rlg7cc,11,10,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,1,1
1,2,265l99ai,2fsj9qvt,28,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,2,1
3,4,7xjh9hwo,e8jis7nf,22,20,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,2,1
5,6,zo9j0hsi,iyu7t1vc,28,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,zo9j0hsiiyu7t1vc,2,1
7,8,3fmd8mik,qkypffhk,28,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,2,1
9,10,r3oyr52t,3u51j68w,17,30,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,r3oyr52t3u51j68w,2,1
11,12,xtfge1ys,i2nn9ow6,24,4,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,2,1
13,14,uwz2vbjr,b7ctrqau,25,24,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,2,1
15,16,ipmny9rq,i18sqw1f,25,24,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ipmny9rqi18sqw1f,2,1
17,18,ouaa8yuq,qxal8ioj,23,12,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ouaa8yuqqxal8ioj,2,1
19,20,oy8wn5im,y9iygxxf,25,24,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,2,1
21,22,9smjkz19,6ub1usmw,28,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,2,1
23,24,0bmasffv,6zqxv643,22,20,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,2,1
25,26,sj2ft9f6,6fsse8c1,23,12,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,2,1
27,28,rj5j60np,i7rlg7cc,22,20,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,2,1
1,2,265l99ai,2fsj9qvt,42,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,3,1
3,4,7xjh9hwo,e8jis7nf,33,30,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,3,1
5,6,zo9j0hsi,iyu7t1vc,42,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,zo9j0hsiiyu7t1vc,3,1
7,8,3fmd8mik,qkypffhk,42,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,3,1
9,10,r3oyr52t,3u51j68w,31,44,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,3,1
11,12,xtfge1ys,i2nn9ow6,36,6,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,3,1
13,14,uwz2vbjr,b7ctrqau,36,34,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,3,1
15,16,ipmny9rq,i18sqw1f,39,38,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,3,1
17,18,ouaa8yuq,qxal8ioj,35,14,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,ouaa8yuqqxal8ioj,3,1
19,20,oy8wn5im,y9iygxxf,36,34,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,3,1
21,22,9smjkz19,6ub1usmw,42,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,3,1
23,24,0bmasffv,6zqxv643,33,30,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,3,1
25,26,sj2ft9f6,6fsse8c1,37,26,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,sj2ft9f66fsse8c1,3,1
27,28,rj5j60np,i7rlg7cc,36,34,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,rj5j60npi7rlg7cc,3,1
1,2,265l99ai,2fsj9qvt,56,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,4,1
3,4,7xjh9hwo,e8jis7nf,44,40,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,4,1
5,6,zo9j0hsi,iyu7t1vc,45,58,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,4,1
7,8,3fmd8mik,qkypffhk,56,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,4,1
9,10,r3oyr52t,3u51j68w,45,58,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,4,1
11,12,xtfge1ys,i2nn9ow6,48,8,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,4,1
13,14,uwz2vbjr,b7ctrqau,47,44,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,4,1
15,16,ipmny9rq,i18sqw1f,53,52,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,4,1
17,18,ouaa8yuq,qxal8ioj,49,28,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,4,1
19,20,oy8wn5im,y9iygxxf,47,44,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,4,1
21,22,9smjkz19,6ub1usmw,56,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,4,1
23,24,0bmasffv,6zqxv643,44,40,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,4,1
25,26,sj2ft9f6,6fsse8c1,48,36,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,4,1
27,28,rj5j60np,i7rlg7cc,50,48,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,rj5j60npi7rlg7cc,4,1
1,2,265l99ai,2fsj9qvt,70,70,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,5,1
3,4,7xjh9hwo,e8jis7nf,58,54,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,7xjh9hwoe8jis7nf,5,1
5,6,zo9j0hsi,iyu7t1vc,48,74,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,5,1
7,8,3fmd8mik,qkypffhk,70,70,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,5,1
9,10,r3oyr52t,3u51j68w,59,72,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,5,1
11,12,xtfge1ys,i2nn9ow6,60,10,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,5,1
13,14,uwz2vbjr,b7ctrqau,58,54,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,5,1
15,16,ipmny9rq,i18sqw1f,67,66,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,5,1
17,18,ouaa8yuq,qxal8ioj,63,42,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,5,1
19,20,oy8wn5im,y9iygxxf,61,58,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,5,1
21,22,9smjkz19,6ub1usmw,70,70,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,5,1
23,24,0bmasffv,6zqxv643,55,50,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,5,1
25,26,sj2ft9f6,6fsse8c1,51,52,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,sj2ft9f66fsse8c1,5,1
27,28,rj5j60np,i7rlg7cc,64,62,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,rj5j60npi7rlg7cc,5,1
1,2,265l99ai,2fsj9qvt,73,86,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,265l99ai2fsj9qvt,6,1
3,4,7xjh9hwo,e8jis7nf,61,70,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,7xjh9hwoe8jis7nf,6,1
5,6,zo9j0hsi,iyu7t1vc,51,90,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,6,1
7,8,3fmd8mik,qkypffhk,84,84,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,6,1
9,10,r3oyr52t,3u51j68w,73,86,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,6,1
11,12,xtfge1ys,i2nn9ow6,72,12,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,6,1
13,14,uwz2vbjr,b7ctrqau,69,64,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,6,1
15,16,ipmny9rq,i18sqw1f,81,80,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,6,1
17,18,ouaa8yuq,qxal8ioj,77,56,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,6,1
19,20,oy8wn5im,y9iygxxf,75,72,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,6,1
21,22,9smjkz19,6ub1usmw,73,86,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,9smjkz196ub1usmw,6,1
23,24,0bmasffv,6zqxv643,66,60,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,6,1
25,26,sj2ft9f6,6fsse8c1,63,54,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,6,1
27,28,rj5j60np,i7rlg7cc,78,76,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,rj5j60npi7rlg7cc,6,1
1,2,265l99ai,2fsj9qvt,84,96,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,265l99ai2fsj9qvt,7,1
3,4,7xjh9hwo,e8jis7nf,72,80,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,7,1
5,6,zo9j0hsi,iyu7t1vc,54,106,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,7,1
7,8,3fmd8mik,qkypffhk,98,98,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,7,1
9,10,r3oyr52t,3u51j68w,87,100,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,7,1
11,12,xtfge1ys,i2nn9ow6,84,14,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,7,1
13,14,uwz2vbjr,b7ctrqau,80,74,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,7,1
15,16,ipmny9rq,i18sqw1f,95,94,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,7,1
17,18,ouaa8yuq,qxal8ioj,91,70,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,7,1
19,20,oy8wn5im,y9iygxxf,86,82,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,7,1
21,22,9smjkz19,6ub1usmw,87,100,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,7,1
23,24,0bmasffv,6zqxv643,77,70,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,7,1
25,26,sj2ft9f6,6fsse8c1,75,56,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,7,1
27,28,rj5j60np,i7rlg7cc,81,92,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,rj5j60npi7rlg7cc,7,1
1,2,265l99ai,2fsj9qvt,98,110,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,8,1
3,4,7xjh9hwo,e8jis7nf,83,90,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,8,1
5,6,zo9j0hsi,iyu7t1vc,57,122,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,8,1
7,8,3fmd8mik,qkypffhk,112,112,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,8,1
9,10,r3oyr52t,3u51j68w,101,114,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,8,1
11,12,xtfge1ys,i2nn9ow6,96,16,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,8,1
13,14,uwz2vbjr,b7ctrqau,91,84,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,8,1
15,16,ipmny9rq,i18sqw1f,109,108,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,8,1
17,18,ouaa8yuq,qxal8ioj,102,80,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ouaa8yuqqxal8ioj,8,1
19,20,oy8wn5im,y9iygxxf,97,92,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,8,1
21,22,9smjkz19,6ub1usmw,101,114,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,8,1
23,24,0bmasffv,6zqxv643,88,80,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,8,1
25,26,sj2ft9f6,6fsse8c1,86,66,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,8,1
27,28,rj5j60np,i7rlg7cc,92,102,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,8,1
1,2,265l99ai,2fsj9qvt,112,124,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,9,1
3,4,7xjh9hwo,e8jis7nf,94,100,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,9,1
5,6,zo9j0hsi,iyu7t1vc,60,138,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,9,1
7,8,3fmd8mik,qkypffhk,126,126,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,9,1
9,10,r3oyr52t,3u51j68w,104,130,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,r3oyr52t3u51j68w,9,1
11,12,xtfge1ys,i2nn9ow6,108,18,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,9,1
13,14,uwz2vbjr,b7ctrqau,102,94,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,9,1
15,16,ipmny9rq,i18sqw1f,123,122,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,9,1
17,18,ouaa8yuq,qxal8ioj,116,94,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,9,1
19,20,oy8wn5im,y9iygxxf,111,106,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,9,1
21,22,9smjkz19,6ub1usmw,115,128,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,9,1
23,24,0bmasffv,6zqxv643,99,90,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,9,1
25,26,sj2ft9f6,6fsse8c1,98,68,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,9,1
27,28,rj5j60np,i7rlg7cc,103,112,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,9,1
1,2,265l99ai,2fsj9qvt,126,138,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,10,1
3,4,7xjh9hwo,e8jis7nf,105,110,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,10,1
5,6,zo9j0hsi,iyu7t1vc,63,154,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,zo9j0hsiiyu7t1vc,10,1
7,8,3fmd8mik,qkypffhk,140,140,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,10,1
9,10,r3oyr52t,3u51j68w,118,144,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,10,1
11,12,xtfge1ys,i2nn9ow6,120,20,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,10,1
13,14,uwz2vbjr,b7ctrqau,113,104,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,10,1
15,16,ipmny9rq,i18sqw1f,137,136,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,10,1
17,18,ouaa8yuq,qxal8ioj,130,108,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,10,1
19,20,oy8wn5im,y9iygxxf,125,120,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,10,1
21,22,9smjkz19,6ub1usmw,129,142,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,10,1
23,24,0bmasffv,6zqxv643,110,100,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,10,1
25,26,sj2ft9f6,6fsse8c1,109,78,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,10,1
27,28,rj5j60np,i7rlg7cc,114,122,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,10,1
1,2,265l99ai,2fsj9qvt,140,152,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,11,1
3,4,7xjh9hwo,e8jis7nf,116,120,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,11,1
5,6,zo9j0hsi,iyu7t1vc,75,156,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,zo9j0hsiiyu7t1vc,11,1
7,8,3fmd8mik,qkypffhk,154,154,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,11,1
9,10,r3oyr52t,3u51j68w,132,158,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,11,1
11,12,xtfge1ys,i2nn9ow6,132,22,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,11,1
13,14,uwz2vbjr,b7ctrqau,124,114,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,11,1
15,16,ipmny9rq,i18sqw1f,151,150,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,11,1
17,18,ouaa8yuq,qxal8ioj,144,122,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,11,1
19,20,oy8wn5im,y9iygxxf,139,134,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,11,1
21,22,9smjkz19,6ub1usmw,143,156,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,11,1
23,24,0bmasffv,6zqxv643,121,110,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,11,1
25,26,sj2ft9f6,6fsse8c1,121,80,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,11,1
27,28,rj5j60np,i7rlg7cc,125,132,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,11,1
1,2,265l99ai,2fsj9qvt,154,166,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,12,1
3,4,7xjh9hwo,e8jis7nf,127,130,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,12,1
5,6,zo9j0hsi,iyu7t1vc,86,166,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,12,1
7,8,3fmd8mik,qkypffhk,168,168,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,12,1
9,10,r3oyr52t,3u51j68w,146,172,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,12,1
11,12,xtfge1ys,i2nn9ow6,144,24,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,12,1
13,14,uwz2vbjr,b7ctrqau,135,124,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,12,1
15,16,ipmny9rq,i18sqw1f,165,164,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,12,1
17,18,ouaa8yuq,qxal8ioj,158,136,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,12,1
19,20,oy8wn5im,y9iygxxf,150,144,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,12,1
21,22,9smjkz19,6ub1usmw,157,170,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,12,1
23,24,0bmasffv,6zqxv643,132,120,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,12,1
25,26,sj2ft9f6,6fsse8c1,124,96,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,sj2ft9f66fsse8c1,12,1
27,28,rj5j60np,i7rlg7cc,136,142,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,12,1
1,2,265l99ai,2fsj9qvt,168,180,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,13,1
