id_in_session_p1,id_in_session_p2,participant_code_p1,participant_code_p2,total_payoff_p1,total_payoff_p2,payoff_round_p1,payoff_round_p2,examiner_decision,student_decision,Cell,p1s1,p1s2,p2s1,p2s2,pf_diff_p1_val,pf_diff_p2_val,pf_diff_p1_abs,pf_diff_p2_abs,pf_diff_p1_s,pf_diff_p2_s,game_id,round_number,framing
21,22,9smjkz19,6ub1usmw,605,618,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,44,1
23,24,0bmasffv,6zqxv643,532,504,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,44,1
25,26,sj2ft9f6,6fsse8c1,458,354,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,44,1
27,28,rj5j60np,i7rlg7cc,512,494,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,44,1
1,2,265l99ai,2fsj9qvt,616,628,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,45,1
3,4,7xjh9hwo,e8jis7nf,491,452,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,45,1
5,6,zo9j0hsi,iyu7t1vc,456,492,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,45,1
7,8,3fmd8mik,qkypffhk,630,630,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,45,1
9,10,r3oyr52t,3u51j68w,492,646,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,45,1
11,12,xtfge1ys,i2nn9ow6,556,380,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xtfge1ysi2nn9ow6,45,1
13,14,uwz2vbjr,b7ctrqau,498,454,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,45,1
15,16,ipmny9rq,i18sqw1f,627,626,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,45,1
17,18,ouaa8yuq,qxal8ioj,527,548,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ouaa8yuqqxal8ioj,45,1
19,20,oy8wn5im,y9iygxxf,565,560,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,45,1
21,22,9smjkz19,6ub1usmw,619,632,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,45,1
23,24,0bmasffv,6zqxv643,543,514,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,45,1
25,26,sj2ft9f6,6fsse8c1,470,356,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,45,1
27,28,rj5j60np,i7rlg7cc,523,504,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,45,1
1,2,265l99ai,2fsj9qvt,630,642,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,46,1
3,4,7xjh9hwo,e8jis7nf,502,462,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,46,1
5,6,zo9j0hsi,iyu7t1vc,467,502,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,46,1
7,8,3fmd8mik,qkypffhk,644,644,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,46,1
9,10,r3oyr52t,3u51j68w,506,660,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,46,1
11,12,xtfge1ys,i2nn9ow6,570,394,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xtfge1ysi2nn9ow6,46,1
13,14,uwz2vbjr,b7ctrqau,509,464,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,46,1
15,16,ipmny9rq,i18sqw1f,641,640,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,46,1
17,18,ouaa8yuq,qxal8ioj,538,558,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ouaa8yuqqxal8ioj,46,1
19,20,oy8wn5im,y9iygxxf,576,570,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,46,1
21,22,9smjkz19,6ub1usmw,633,646,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,46,1
23,24,0bmasffv,6zqxv643,554,524,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,46,1
25,26,sj2ft9f6,6fsse8c1,473,372,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,sj2ft9f66fsse8c1,46,1
27,28,rj5j60np,i7rlg7cc,534,514,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,46,1
1,2,265l99ai,2fsj9qvt,644,656,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,47,1
3,4,7xjh9hwo,e8jis7nf,513,472,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,47,1
5,6,zo9j0hsi,iyu7t1vc,481,516,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,zo9j0hsiiyu7t1vc,47,1
7,8,3fmd8mik,qkypffhk,658,658,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,47,1
9,10,r3oyr52t,3u51j68w,509,676,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,r3oyr52t3u51j68w,47,1
11,12,xtfge1ys,i2nn9ow6,573,410,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,xtfge1ysi2nn9ow6,47,1
13,14,uwz2vbjr,b7ctrqau,520,474,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,47,1
15,16,ipmny9rq,i18sqw1f,655,654,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,47,1
17,18,ouaa8yuq,qxal8ioj,549,568,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ouaa8yuqqxal8ioj,47,1
19,20,oy8wn5im,y9iygxxf,590,584,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,47,1
21,22,9smjkz19,6ub1usmw,647,660,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,47,1
23,24,0bmasffv,6zqxv643,565,534,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,0bmasffv6zqxv643,47,1
25,26,sj2ft9f6,6fsse8c1,484,382,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,47,1
27,28,rj5j60np,i7rlg7cc,545,524,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,47,1
1,2,265l99ai,2fsj9qvt,658,670,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,48,1
3,4,7xjh9hwo,e8jis7nf,524,482,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,48,1
5,6,zo9j0hsi,iyu7t1vc,492,526,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,48,1
7,8,3fmd8mik,qkypffhk,672,672,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,48,1
9,10,r3oyr52t,3u51j68w,520,686,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,r3oyr52t3u51j68w,48,1
11,12,xtfge1ys,i2nn9ow6,585,412,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,xtfge1ysi2nn9ow6,48,1
13,14,uwz2vbjr,b7ctrqau,531,484,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,48,1
15,16,ipmny9rq,i18sqw1f,669,668,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,48,1
17,18,ouaa8yuq,qxal8ioj,563,582,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,48,1
19,20,oy8wn5im,y9iygxxf,604,598,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,48,1
21,22,9smjkz19,6ub1usmw,661,674,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,48,1
23,24,0bmasffv,6zqxv643,579,548,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,48,1
25,26,sj2ft9f6,6fsse8c1,496,384,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,48,1
27,28,rj5j60np,i7rlg7cc,559,538,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,rj5j60npi7rlg7cc,48,1
1,2,265l99ai,2fsj9qvt,672,684,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,49,1
3,4,7xjh9hwo,e8jis7nf,535,492,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,49,1
5,6,zo9j0hsi,iyu7t1vc,503,536,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,49,1
7,8,3fmd8mik,qkypffhk,686,686,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,49,1
9,10,r3oyr52t,3u51j68w,534,700,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,49,1
11,12,xtfge1ys,i2nn9ow6,596,422,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xtfge1ysi2nn9ow6,49,1
13,14,uwz2vbjr,b7ctrqau,542,494,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,49,1
15,16,ipmny9rq,i18sqw1f,683,682,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,49,1
17,18,ouaa8yuq,qxal8ioj,577,596,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,49,1
19,20,oy8wn5im,y9iygxxf,618,612,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,49,1
21,22,9smjkz19,6ub1usmw,675,688,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,49,1
23,24,0bmasffv,6zqxv643,593,562,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,49,1
25,26,sj2ft9f6,6fsse8c1,508,386,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,49,1
27,28,rj5j60np,i7rlg7cc,570,548,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,49,1
1,2,265l99ai,2fsj9qvt,686,698,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,50,1
3,4,7xjh9hwo,e8jis7nf,546,502,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,50,1
5,6,zo9j0hsi,iyu7t1vc,517,550,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,zo9j0hsiiyu7t1vc,50,1
7,8,3fmd8mik,qkypffhk,700,700,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,50,1
9,10,r3oyr52t,3u51j68w,548,714,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,50,1
11,12,xtfge1ys,i2nn9ow6,607,432,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xtfge1ysi2nn9ow6,50,1
13,14,uwz2vbjr,b7ctrqau,553,504,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,50,1
15,16,ipmny9rq,i18sqw1f,697,696,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,50,1
17,18,ouaa8yuq,qxal8ioj,588,606,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,ouaa8yuqqxal8ioj,50,1
19,20,oy8wn5im,y9iygxxf,632,626,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,50,1
21,22,9smjkz19,6ub1usmw,689,702,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,50,1
23,24,0bmasffv,6zqxv643,607,576,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,50,1
25,26,sj2ft9f6,6fsse8c1,519,396,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,50,1
27,28,rj5j60np,i7rlg7cc,581,558,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,50,1
1,2,265l99ai,2fsj9qvt,700,712,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,51,1
3,4,7xjh9hwo,e8jis7nf,557,512,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,51,1
5,6,zo9j0hsi,iyu7t1vc,529,552,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,zo9j0hsiiyu7t1vc,51,1
7,8,3fmd8mik,qkypffhk,714,714,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,51,1
9,10,r3oyr52t,3u51j68w,562,728,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,51,1
11,12,xtfge1ys,i2nn9ow6,618,442,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xtfge1ysi2nn9ow6,51,1
13,14,uwz2vbjr,b7ctrqau,564,514,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,51,1
15,16,ipmny9rq,i18sqw1f,711,710,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,51,1
17,18,ouaa8yuq,qxal8ioj,602,620,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,51,1
19,20,oy8wn5im,y9iygxxf,643,636,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,51,1
21,22,9smjkz19,6ub1usmw,703,716,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,51,1
23,24,0bmasffv,6zqxv643,621,590,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,51,1
25,26,sj2ft9f6,6fsse8c1,531,398,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,51,1
27,28,rj5j60np,i7rlg7cc,592,568,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,51,1
1,2,265l99ai,2fsj9qvt,714,726,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,52,1
3,4,7xjh9hwo,e8jis7nf,568,522,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,52,1
5,6,zo9j0hsi,iyu7t1vc,541,554,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,zo9j0hsiiyu7t1vc,52,1
7,8,3fmd8mik,qkypffhk,728,728,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,52,1
9,10,r3oyr52t,3u51j68w,576,742,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,52,1
11,12,xtfge1ys,i2nn9ow6,632,456,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xtfge1ysi2nn9ow6,52,1
13,14,uwz2vbjr,b7ctrqau,575,524,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,52,1
15,16,ipmny9rq,i18sqw1f,725,724,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,52,1
17,18,ouaa8yuq,qxal8ioj,616,634,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,52,1
19,20,oy8wn5im,y9iygxxf,654,646,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,oy8wn5imy9iygxxf,52,1
21,22,9smjkz19,6ub1usmw,717,730,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,52,1
23,24,0bmasffv,6zqxv643,635,604,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,52,1
25,26,sj2ft9f6,6fsse8c1,534,414,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,sj2ft9f66fsse8c1,52,1
27,28,rj5j60np,i7rlg7cc,603,578,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,52,1
1,2,265l99ai,2fsj9qvt,728,740,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,53,1
3,4,7xjh9hwo,e8jis7nf,579,532,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,53,1
5,6,zo9j0hsi,iyu7t1vc,553,556,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,zo9j0hsiiyu7t1vc,53,1
7,8,3fmd8mik,qkypffhk,742,742,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,53,1
9,10,r3oyr52t,3u51j68w,590,756,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,53,1
11,12,xtfge1ys,i2nn9ow6,646,470,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xtfge1ysi2nn9ow6,53,1
13,14,uwz2vbjr,b7ctrqau,586,534,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,53,1
15,16,ipmny9rq,i18sqw1f,739,738,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,53,1
17,18,ouaa8yuq,qxal8ioj,630,648,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,53,1
19,20,oy8wn5im,y9iygxxf,668,660,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,53,1
21,22,9smjkz19,6ub1usmw,731,744,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,53,1
23,24,0bmasffv,6zqxv643,649,618,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,53,1
25,26,sj2ft9f6,6fsse8c1,546,416,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,53,1
27,28,rj5j60np,i7rlg7cc,614,588,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,53,1
1,2,265l99ai,2fsj9qvt,742,754,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,54,1
3,4,7xjh9hwo,e8jis7nf,591,534,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,7xjh9hwoe8jis7nf,54,1
5,6,zo9j0hsi,iyu7t1vc,564,566,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,zo9j0hsiiyu7t1vc,54,1
7,8,3fmd8mik,qkypffhk,756,756,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,54,1
9,10,r3oyr52t,3u51j68w,604,770,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,54,1
11,12,xtfge1ys,i2nn9ow6,657,480,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,xtfge1ysi2nn9ow6,54,1
13,14,uwz2vbjr,b7ctrqau,597,544,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,54,1
15,16,ipmny9rq,i18sqw1f,753,752,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,54,1
17,18,ouaa8yuq,qxal8ioj,644,662,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ouaa8yuqqxal8ioj,54,1
19,20,oy8wn5im,y9iygxxf,682,674,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,54,1
21,22,9smjkz19,6ub1usmw,745,758,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,54,1
23,24,0bmasffv,6zqxv643,663,632,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,54,1
25,26,sj2ft9f6,6fsse8c1,558,418,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,sj2ft9f66fsse8c1,54,1
27,28,rj5j60np,i7rlg7cc,625,598,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,54,1
1,2,265l99ai,2fsj9qvt,756,768,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,265l99ai2fsj9qvt,55,1
3,4,7xjh9hwo,e8jis7nf,602,544,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,7xjh9hwoe8jis7nf,55,1
5,6,zo9j0hsi,iyu7t1vc,576,568,12,2,Control,Cheat,1,1,0,1,0,10,-10,0.769230769,1,-0.769230769,1,zo9j0hsiiyu7t1vc,55,1
7,8,3fmd8mik,qkypffhk,770,770,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,3fmd8mikqkypffhk,55,1
9,10,r3oyr52t,3u51j68w,618,784,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,r3oyr52t3u51j68w,55,1
11,12,xtfge1ys,i2nn9ow6,671,494,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,xtfge1ysi2nn9ow6,55,1
13,14,uwz2vbjr,b7ctrqau,608,554,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,uwz2vbjrb7ctrqau,55,1
15,16,ipmny9rq,i18sqw1f,767,766,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,ipmny9rqi18sqw1f,55,1
17,18,ouaa8yuq,qxal8ioj,647,678,3,16,Don't Control,Cheat,3,0,1,1,0,-13,13,1,1.3,1,-1.3,ouaa8yuqqxal8ioj,55,1
19,20,oy8wn5im,y9iygxxf,696,688,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,oy8wn5imy9iygxxf,55,1
21,22,9smjkz19,6ub1usmw,759,772,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,9smjkz196ub1usmw,55,1
23,24,0bmasffv,6zqxv643,677,646,14,14,Don't Control,Don't Cheat,4,0,1,0,1,0,0,0,0,0,0,0bmasffv6zqxv643,55,1
25,26,sj2ft9f6,6fsse8c1,569,428,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,sj2ft9f66fsse8c1,55,1
27,28,rj5j60np,i7rlg7cc,636,608,11,10,Control,Don't Cheat,2,1,0,0,1,1,-1,0.076923077,0.1,-0.076923077,0.1,rj5j60npi7rlg7cc,55,1
